Combo,A,B,Ticker,Set,Sharpe,Return,MaxDD,BH_Sharpe,BH_Return,Beat_BH,Pct_Days_Long
sma_cross + ema_cross,sma_cross,ema_cross,SO,discovery,-0.108,4.8,-27.61,0.515,86.48,False,55.8
sma_cross + ema_cross,sma_cross,ema_cross,DUK,confirmation,-0.374,-12.46,-29.95,0.384,61.14,False,54.4
sma_cross + ema_cross,sma_cross,ema_cross,AEP,discovery,-0.056,8.34,-28.0,0.468,81.2,False,54.4
sma_cross + ema_cross,sma_cross,ema_cross,ED,confirmation,-0.129,3.0,-28.2,0.417,68.61,False,53.5
sma_cross + ema_cross,sma_cross,ema_cross,XEL,discovery,-0.325,-11.63,-29.57,0.231,38.97,False,51.9
sma_cross + ema_cross,sma_cross,ema_cross,KHC,confirmation,-0.403,-19.27,-42.96,-0.109,-9.46,False,39.7
sma_cross + ema_cross,sma_cross,ema_cross,GIS,discovery,-0.174,0.06,-26.47,-0.212,-19.57,True,39.6
sma_cross + ema_cross,sma_cross,ema_cross,CAG,confirmation,-0.668,-34.41,-41.97,-0.415,-41.87,False,34.9
sma_cross + ema_cross,sma_cross,ema_cross,CPB,discovery,-0.605,-32.17,-38.0,-0.391,-41.88,False,36.1
sma_cross + ema_cross,sma_cross,ema_cross,SJM,confirmation,-0.012,9.36,-19.76,0.153,24.69,False,47.8
sma_cross + ema_cross,sma_cross,ema_cross,T,discovery,0.135,25.08,-32.27,0.348,63.12,False,55.8
sma_cross + ema_cross,sma_cross,ema_cross,VZ,confirmation,-0.675,-31.67,-36.27,0.062,13.18,False,39.7
sma_cross + ema_cross,sma_cross,ema_cross,BMY,confirmation,0.005,12.67,-31.74,0.159,26.34,False,43.7
sma_cross + ema_cross,sma_cross,ema_cross,PFE,discovery,-0.341,-18.81,-49.35,-0.014,-1.62,False,40.8
sma_cross + ema_cross,sma_cross,ema_cross,CVS,confirmation,-0.005,6.22,-39.72,0.362,71.02,False,49.4
sma_cross + ema_cross,sma_cross,ema_cross,VTRS,discovery,0.011,2.71,-52.96,0.176,20.88,False,49.4
sma_cross + ema_cross,sma_cross,ema_cross,MMM,confirmation,0.032,12.24,-40.29,0.28,49.88,False,48.1
sma_cross + ema_cross,sma_cross,ema_cross,EMR,discovery,-0.228,-14.58,-40.17,0.562,130.7,False,53.7
sma_cross + ema_cross,sma_cross,ema_cross,DOV,confirmation,0.083,19.86,-21.06,0.404,77.31,False,55.2
sma_cross + ema_cross,sma_cross,ema_cross,OKE,discovery,0.82,188.94,-31.84,0.808,253.62,True,64.3
sma_cross + ema_cross,sma_cross,ema_cross,DOW,confirmation,0.407,45.93,-22.63,-0.185,-26.56,True,39.0
sma_cross + ema_cross,sma_cross,ema_cross,LYB,discovery,0.15,25.44,-37.41,0.084,3.0,True,44.4
sma_cross + ema_cross,sma_cross,ema_cross,MOS,confirmation,-0.007,-7.67,-69.78,0.18,10.56,False,39.9
sma_cross + ema_cross,sma_cross,ema_cross,NEM,discovery,0.473,101.92,-32.91,0.519,141.69,False,49.8
sma_cross + ema_cross,sma_cross,ema_cross,O,confirmation,-0.44,-19.45,-30.05,0.238,39.48,False,55.7
sma_cross + ema_cross,sma_cross,ema_cross,VTR,discovery,0.135,25.29,-32.19,0.555,121.72,False,56.8
sma_cross + ema_cross,sma_cross,ema_cross,KIM,confirmation,0.336,55.11,-36.63,0.49,104.27,False,60.7
sma_cross + ema_cross,sma_cross,ema_cross,BXP,discovery,0.111,21.42,-31.28,-0.003,-11.71,True,43.0
sma_cross + ema_cross,sma_cross,ema_cross,HST,confirmation,-0.247,-25.2,-51.2,0.449,100.27,False,60.7
sma_cross + ema_cross,sma_cross,ema_cross,F,discovery,-0.084,-16.68,-67.9,0.455,112.89,False,53.1
sma_cross + ema_cross,sma_cross,ema_cross,LEG,confirmation,-0.921,-64.29,-68.23,-0.418,-72.68,False,29.8
sma_cross + ema_cross,sma_cross,ema_cross,INTC,discovery,0.114,3.32,-70.59,0.495,140.96,False,41.9
sma_cross + above_sma20,sma_cross,above_sma20,SO,discovery,0.327,41.52,-9.87,0.515,86.48,False,38.4
sma_cross + above_sma20,sma_cross,above_sma20,DUK,confirmation,-0.41,-7.8,-15.37,0.384,61.14,False,34.9
sma_cross + above_sma20,sma_cross,above_sma20,AEP,discovery,-0.207,2.01,-23.5,0.468,81.2,False,35.8
sma_cross + above_sma20,sma_cross,above_sma20,ED,confirmation,0.031,17.86,-15.38,0.417,68.61,False,37.2
sma_cross + above_sma20,sma_cross,above_sma20,XEL,discovery,-0.439,-13.43,-24.0,0.231,38.97,False,36.1
sma_cross + above_sma20,sma_cross,above_sma20,KHC,confirmation,-0.273,-4.86,-30.32,-0.109,-9.46,False,28.6
sma_cross + above_sma20,sma_cross,above_sma20,GIS,discovery,-0.68,-25.94,-35.77,-0.212,-19.57,False,29.1
sma_cross + above_sma20,sma_cross,above_sma20,CAG,confirmation,-0.647,-23.77,-36.67,-0.415,-41.87,False,25.8
sma_cross + above_sma20,sma_cross,above_sma20,CPB,discovery,-0.877,-42.28,-45.83,-0.391,-41.88,False,26.7
sma_cross + above_sma20,sma_cross,above_sma20,SJM,confirmation,-0.26,-9.48,-23.78,0.153,24.69,False,34.2
sma_cross + above_sma20,sma_cross,above_sma20,T,discovery,-0.265,-11.41,-29.28,0.348,63.12,False,39.3
sma_cross + above_sma20,sma_cross,above_sma20,VZ,confirmation,-0.717,-27.24,-37.78,0.062,13.18,False,26.3
sma_cross + above_sma20,sma_cross,above_sma20,PARA,discovery,-1.82,-33.78,-33.78,-1.495,-100.0,False,1.7
sma_cross + above_sma20,sma_cross,above_sma20,BMY,confirmation,-0.111,4.85,-27.48,0.159,26.34,False,31.3
sma_cross + above_sma20,sma_cross,above_sma20,PFE,discovery,-0.292,-9.61,-42.4,-0.014,-1.62,False,25.2
sma_cross + above_sma20,sma_cross,above_sma20,CVS,confirmation,-0.103,-1.9,-41.91,0.362,71.02,False,33.8
sma_cross + above_sma20,sma_cross,above_sma20,VTRS,discovery,0.067,17.59,-34.7,0.176,20.88,False,35.0
sma_cross + above_sma20,sma_cross,above_sma20,MMM,confirmation,-0.071,4.89,-28.55,0.28,49.88,False,36.1
sma_cross + above_sma20,sma_cross,above_sma20,EMR,discovery,-0.404,-18.08,-30.66,0.562,130.7,False,37.4
sma_cross + above_sma20,sma_cross,above_sma20,DOV,confirmation,-0.079,7.69,-20.34,0.404,77.31,False,36.1
sma_cross + above_sma20,sma_cross,above_sma20,OKE,discovery,0.153,27.54,-36.64,0.808,253.62,False,45.2
sma_cross + above_sma20,sma_cross,above_sma20,DOW,confirmation,0.029,13.5,-25.02,-0.185,-26.56,True,26.4
sma_cross + above_sma20,sma_cross,above_sma20,LYB,discovery,-0.176,-11.82,-47.47,0.084,3.0,False,33.3
sma_cross + above_sma20,sma_cross,above_sma20,MOS,confirmation,-0.116,-13.57,-55.4,0.18,10.56,False,29.0
sma_cross + above_sma20,sma_cross,above_sma20,NEM,discovery,0.236,39.76,-32.79,0.519,141.69,False,38.8
sma_cross + above_sma20,sma_cross,above_sma20,O,confirmation,-0.453,-13.07,-24.28,0.238,39.48,False,37.3
sma_cross + above_sma20,sma_cross,above_sma20,VTR,discovery,0.035,16.04,-24.09,0.555,121.72,False,39.4
sma_cross + above_sma20,sma_cross,above_sma20,KIM,confirmation,0.121,24.2,-28.22,0.49,104.27,False,41.2
sma_cross + above_sma20,sma_cross,above_sma20,BXP,discovery,-0.009,9.56,-27.86,-0.003,-11.71,False,31.3
sma_cross + above_sma20,sma_cross,above_sma20,HST,confirmation,-0.9,-54.59,-64.62,0.449,100.27,False,40.0
sma_cross + above_sma20,sma_cross,above_sma20,F,discovery,-0.06,-6.27,-49.38,0.455,112.89,False,34.2
sma_cross + above_sma20,sma_cross,above_sma20,LEG,confirmation,-0.837,-48.76,-53.28,-0.418,-72.68,False,18.5
sma_cross + above_sma20,sma_cross,above_sma20,INTC,discovery,0.062,-1.07,-66.46,0.495,140.96,False,30.9
sma_cross + above_sma50,sma_cross,above_sma50,SO,discovery,0.26,37.49,-12.13,0.515,86.48,False,49.4
sma_cross + above_sma50,sma_cross,above_sma50,DUK,confirmation,-0.506,-17.35,-26.13,0.384,61.14,False,46.5
sma_cross + above_sma50,sma_cross,above_sma50,AEP,discovery,-0.001,14.09,-16.46,0.468,81.2,False,47.9
sma_cross + above_sma50,sma_cross,above_sma50,ED,confirmation,0.171,29.06,-18.49,0.417,68.61,False,46.2
sma_cross + above_sma50,sma_cross,above_sma50,XEL,discovery,-0.105,5.82,-19.84,0.231,38.97,False,47.9
sma_cross + above_sma50,sma_cross,above_sma50,KHC,confirmation,-0.332,-13.18,-35.37,-0.109,-9.46,False,37.1
sma_cross + above_sma50,sma_cross,above_sma50,GIS,discovery,-0.245,-3.72,-30.46,-0.212,-19.57,False,36.6
sma_cross + above_sma50,sma_cross,above_sma50,CAG,confirmation,-0.573,-26.12,-39.44,-0.415,-41.87,False,32.5
sma_cross + above_sma50,sma_cross,above_sma50,CPB,discovery,-0.51,-27.73,-36.64,-0.391,-41.88,False,34.4
sma_cross + above_sma50,sma_cross,above_sma50,SJM,confirmation,0.078,19.46,-15.56,0.153,24.69,False,42.3
sma_cross + above_sma50,sma_cross,above_sma50,T,discovery,0.045,14.87,-37.22,0.348,63.12,False,49.2
sma_cross + above_sma50,sma_cross,above_sma50,VZ,confirmation,-0.652,-28.26,-35.94,0.062,13.18,False,35.5
sma_cross + above_sma50,sma_cross,above_sma50,PARA,discovery,-1.916,-40.08,-40.08,-1.495,-100.0,False,2.1
sma_cross + above_sma50,sma_cross,above_sma50,BMY,confirmation,0.119,24.31,-27.71,0.159,26.34,False,40.3
sma_cross + above_sma50,sma_cross,above_sma50,PFE,discovery,-0.533,-30.25,-53.01,-0.014,-1.62,False,35.8
sma_cross + above_sma50,sma_cross,above_sma50,CVS,confirmation,-0.065,-0.51,-43.81,0.362,71.02,False,44.2
sma_cross + above_sma50,sma_cross,above_sma50,VTRS,discovery,-0.014,1.7,-51.94,0.176,20.88,False,44.6
sma_cross + above_sma50,sma_cross,above_sma50,MMM,confirmation,-0.023,6.2,-42.42,0.28,49.88,False,45.8
sma_cross + above_sma50,sma_cross,above_sma50,EMR,discovery,-0.235,-12.31,-33.36,0.562,130.7,False,46.9
sma_cross + above_sma50,sma_cross,above_sma50,DOV,confirmation,-0.105,2.56,-26.91,0.404,77.31,False,47.6
sma_cross + above_sma50,sma_cross,above_sma50,OKE,discovery,0.537,97.97,-37.17,0.808,253.62,False,57.1
sma_cross + above_sma50,sma_cross,above_sma50,DOW,confirmation,0.305,35.45,-31.87,-0.185,-26.56,True,35.3
sma_cross + above_sma50,sma_cross,above_sma50,LYB,discovery,-0.045,-2.12,-42.46,0.084,3.0,False,43.6
sma_cross + above_sma50,sma_cross,above_sma50,MOS,confirmation,0.089,11.66,-63.73,0.18,10.56,False,38.8
sma_cross + above_sma50,sma_cross,above_sma50,NEM,discovery,0.535,119.68,-34.47,0.519,141.69,True,47.4
sma_cross + above_sma50,sma_cross,above_sma50,O,confirmation,-0.485,-19.49,-26.59,0.238,39.48,False,47.8
sma_cross + above_sma50,sma_cross,above_sma50,VTR,discovery,0.356,55.35,-22.74,0.555,121.72,False,52.2
sma_cross + above_sma50,sma_cross,above_sma50,KIM,confirmation,0.321,51.26,-38.71,0.49,104.27,False,54.5
sma_cross + above_sma50,sma_cross,above_sma50,BXP,discovery,-0.009,7.12,-27.62,-0.003,-11.71,False,40.3
sma_cross + above_sma50,sma_cross,above_sma50,HST,confirmation,-0.547,-43.78,-60.12,0.449,100.27,False,52.6
sma_cross + above_sma50,sma_cross,above_sma50,F,discovery,0.111,14.76,-58.92,0.455,112.89,False,48.5
sma_cross + above_sma50,sma_cross,above_sma50,LEG,confirmation,-0.949,-64.42,-67.17,-0.418,-72.68,False,28.3
sma_cross + above_sma50,sma_cross,above_sma50,INTC,discovery,-0.064,-28.11,-74.73,0.495,140.96,False,40.0
sma_cross + mom20_positive,sma_cross,mom20_positive,SO,discovery,0.15,27.01,-14.32,0.515,86.48,False,41.6
sma_cross + mom20_positive,sma_cross,mom20_positive,DUK,confirmation,-0.117,7.85,-15.41,0.384,61.14,False,39.1
sma_cross + mom20_positive,sma_cross,mom20_positive,AEP,discovery,-0.018,13.59,-18.05,0.468,81.2,False,40.2
sma_cross + mom20_positive,sma_cross,mom20_positive,ED,confirmation,0.087,21.8,-19.59,0.417,68.61,False,41.0
sma_cross + mom20_positive,sma_cross,mom20_positive,XEL,discovery,-0.325,-7.94,-22.36,0.231,38.97,False,39.3
sma_cross + mom20_positive,sma_cross,mom20_positive,KHC,confirmation,-0.334,-10.29,-28.04,-0.109,-9.46,False,32.6
sma_cross + mom20_positive,sma_cross,mom20_positive,GIS,discovery,-0.229,-1.82,-26.66,-0.212,-19.57,False,33.4
sma_cross + mom20_positive,sma_cross,mom20_positive,CAG,confirmation,-0.338,-9.67,-24.88,-0.415,-41.87,True,29.1
sma_cross + mom20_positive,sma_cross,mom20_positive,CPB,discovery,-0.909,-46.26,-48.56,-0.391,-41.88,False,30.8
sma_cross + mom20_positive,sma_cross,mom20_positive,SJM,confirmation,-0.155,-2.93,-32.35,0.153,24.69,False,38.5
sma_cross + mom20_positive,sma_cross,mom20_positive,T,discovery,-0.063,4.27,-36.08,0.348,63.12,False,43.4
sma_cross + mom20_positive,sma_cross,mom20_positive,VZ,confirmation,-0.763,-32.56,-42.37,0.062,13.18,False,30.5
sma_cross + mom20_positive,sma_cross,mom20_positive,PARA,discovery,-1.827,-54.06,-54.06,-1.495,-100.0,False,3.6
sma_cross + mom20_positive,sma_cross,mom20_positive,BMY,confirmation,-0.083,6.09,-35.31,0.159,26.34,False,36.2
sma_cross + mom20_positive,sma_cross,mom20_positive,PFE,discovery,-0.206,-4.76,-40.28,-0.014,-1.62,False,30.7
sma_cross + mom20_positive,sma_cross,mom20_positive,CVS,confirmation,-0.049,3.39,-35.16,0.362,71.02,False,38.0
sma_cross + mom20_positive,sma_cross,mom20_positive,VTRS,discovery,-0.077,-4.41,-50.61,0.176,20.88,False,39.1
sma_cross + mom20_positive,sma_cross,mom20_positive,MMM,confirmation,-0.246,-14.41,-41.13,0.28,49.88,False,40.8
sma_cross + mom20_positive,sma_cross,mom20_positive,EMR,discovery,-0.454,-25.26,-37.07,0.562,130.7,False,43.6
sma_cross + mom20_positive,sma_cross,mom20_positive,DOV,confirmation,0.042,17.14,-19.83,0.404,77.31,False,40.4
sma_cross + mom20_positive,sma_cross,mom20_positive,OKE,discovery,0.472,78.1,-25.23,0.808,253.62,False,50.4
sma_cross + mom20_positive,sma_cross,mom20_positive,DOW,confirmation,0.026,11.84,-33.04,-0.185,-26.56,True,30.4
sma_cross + mom20_positive,sma_cross,mom20_positive,LYB,discovery,-0.329,-29.59,-56.86,0.084,3.0,False,36.9
sma_cross + mom20_positive,sma_cross,mom20_positive,MOS,confirmation,-0.016,-2.68,-58.99,0.18,10.56,False,33.3
sma_cross + mom20_positive,sma_cross,mom20_positive,NEM,discovery,0.395,76.34,-38.06,0.519,141.69,False,42.4
sma_cross + mom20_positive,sma_cross,mom20_positive,O,confirmation,-0.559,-19.81,-29.44,0.238,39.48,False,40.5
sma_cross + mom20_positive,sma_cross,mom20_positive,VTR,discovery,0.292,44.28,-15.91,0.555,121.72,False,44.3
sma_cross + mom20_positive,sma_cross,mom20_positive,KIM,confirmation,0.27,42.52,-28.88,0.49,104.27,False,46.7
sma_cross + mom20_positive,sma_cross,mom20_positive,BXP,discovery,0.015,11.39,-25.03,-0.003,-11.71,True,33.6
sma_cross + mom20_positive,sma_cross,mom20_positive,HST,confirmation,-0.709,-50.56,-63.36,0.449,100.27,False,44.8
sma_cross + mom20_positive,sma_cross,mom20_positive,F,discovery,-0.043,-5.83,-55.75,0.455,112.89,False,39.8
sma_cross + mom20_positive,sma_cross,mom20_positive,LEG,confirmation,-0.928,-56.95,-56.95,-0.418,-72.68,False,23.1
sma_cross + mom20_positive,sma_cross,mom20_positive,INTC,discovery,-0.151,-37.74,-68.45,0.495,140.96,False,36.4
sma_cross + mom5_positive,sma_cross,mom5_positive,SO,discovery,0.214,31.42,-12.56,0.515,86.48,False,34.5
sma_cross + mom5_positive,sma_cross,mom5_positive,DUK,confirmation,-0.255,1.52,-17.52,0.384,61.14,False,31.3
sma_cross + mom5_positive,sma_cross,mom5_positive,AEP,discovery,-0.203,3.73,-20.77,0.468,81.2,False,31.1
sma_cross + mom5_positive,sma_cross,mom5_positive,ED,confirmation,0.179,28.72,-11.63,0.417,68.61,False,31.1
sma_cross + mom5_positive,sma_cross,mom5_positive,XEL,discovery,-0.388,-8.94,-18.39,0.231,38.97,False,31.4
sma_cross + mom5_positive,sma_cross,mom5_positive,KHC,confirmation,-0.433,-10.66,-31.25,-0.109,-9.46,False,24.5
sma_cross + mom5_positive,sma_cross,mom5_positive,GIS,discovery,-0.954,-36.87,-43.1,-0.212,-19.57,False,25.3
sma_cross + mom5_positive,sma_cross,mom5_positive,CAG,confirmation,-1.17,-41.45,-44.88,-0.415,-41.87,False,21.7
sma_cross + mom5_positive,sma_cross,mom5_positive,CPB,discovery,-1.248,-52.6,-52.83,-0.391,-41.88,False,22.4
sma_cross + mom5_positive,sma_cross,mom5_positive,SJM,confirmation,-0.56,-28.7,-33.5,0.153,24.69,False,27.9
sma_cross + mom5_positive,sma_cross,mom5_positive,T,discovery,-0.235,-5.25,-25.29,0.348,63.12,False,33.1
sma_cross + mom5_positive,sma_cross,mom5_positive,VZ,confirmation,-0.792,-31.03,-38.9,0.062,13.18,False,24.0
sma_cross + mom5_positive,sma_cross,mom5_positive,PARA,discovery,-1.724,-36.12,-36.12,-1.495,-100.0,False,1.8
sma_cross + mom5_positive,sma_cross,mom5_positive,BMY,confirmation,-0.442,-13.07,-40.34,0.159,26.34,False,26.3
sma_cross + mom5_positive,sma_cross,mom5_positive,PFE,discovery,-0.335,-12.13,-43.33,-0.014,-1.62,False,24.8
sma_cross + mom5_positive,sma_cross,mom5_positive,CVS,confirmation,0.005,12.0,-40.58,0.362,71.02,False,29.6
sma_cross + mom5_positive,sma_cross,mom5_positive,VTRS,discovery,0.133,25.61,-28.9,0.176,20.88,False,28.6
sma_cross + mom5_positive,sma_cross,mom5_positive,MMM,confirmation,-0.603,-25.26,-40.71,0.28,49.88,False,28.8
sma_cross + mom5_positive,sma_cross,mom5_positive,EMR,discovery,-0.879,-40.64,-45.45,0.562,130.7,False,32.7
sma_cross + mom5_positive,sma_cross,mom5_positive,DOV,confirmation,-0.221,-0.84,-27.02,0.404,77.31,False,32.2
sma_cross + mom5_positive,sma_cross,mom5_positive,OKE,discovery,-0.01,9.33,-43.26,0.808,253.62,False,38.9
sma_cross + mom5_positive,sma_cross,mom5_positive,DOW,confirmation,0.288,32.42,-28.55,-0.185,-26.56,True,23.2
sma_cross + mom5_positive,sma_cross,mom5_positive,LYB,discovery,-0.097,-2.0,-45.93,0.084,3.0,False,29.7
sma_cross + mom5_positive,sma_cross,mom5_positive,MOS,confirmation,-0.223,-20.87,-51.79,0.18,10.56,False,26.7
sma_cross + mom5_positive,sma_cross,mom5_positive,NEM,discovery,-0.064,-4.09,-32.39,0.519,141.69,False,32.7
sma_cross + mom5_positive,sma_cross,mom5_positive,O,confirmation,-0.657,-20.62,-27.03,0.238,39.48,False,32.9
sma_cross + mom5_positive,sma_cross,mom5_positive,VTR,discovery,-0.264,-6.48,-23.12,0.555,121.72,False,34.1
sma_cross + mom5_positive,sma_cross,mom5_positive,KIM,confirmation,-0.254,-8.0,-33.78,0.49,104.27,False,35.0
sma_cross + mom5_positive,sma_cross,mom5_positive,BXP,discovery,0.131,25.34,-16.43,-0.003,-11.71,True,26.7
sma_cross + mom5_positive,sma_cross,mom5_positive,HST,confirmation,-0.705,-41.82,-56.2,0.449,100.27,False,33.4
sma_cross + mom5_positive,sma_cross,mom5_positive,F,discovery,0.191,32.59,-49.9,0.455,112.89,False,30.2
sma_cross + mom5_positive,sma_cross,mom5_positive,LEG,confirmation,-0.713,-42.56,-53.3,-0.418,-72.68,False,18.0
sma_cross + mom5_positive,sma_cross,mom5_positive,INTC,discovery,0.172,22.76,-57.19,0.495,140.96,False,26.0
sma_cross + rsi_bullish,sma_cross,rsi_bullish,SO,discovery,0.186,29.8,-10.39,0.515,86.48,False,38.7
sma_cross + rsi_bullish,sma_cross,rsi_bullish,DUK,confirmation,-0.098,9.84,-10.37,0.384,61.14,False,36.0
sma_cross + rsi_bullish,sma_cross,rsi_bullish,AEP,discovery,-0.002,15.56,-19.45,0.468,81.2,False,35.2
sma_cross + rsi_bullish,sma_cross,rsi_bullish,ED,confirmation,-0.109,8.24,-15.77,0.417,68.61,False,36.9
sma_cross + rsi_bullish,sma_cross,rsi_bullish,XEL,discovery,-0.356,-9.78,-24.32,0.231,38.97,False,36.6
sma_cross + rsi_bullish,sma_cross,rsi_bullish,KHC,confirmation,-0.466,-18.36,-40.91,-0.109,-9.46,False,29.2
sma_cross + rsi_bullish,sma_cross,rsi_bullish,GIS,discovery,-0.778,-30.44,-39.56,-0.212,-19.57,False,28.3
sma_cross + rsi_bullish,sma_cross,rsi_bullish,CAG,confirmation,-0.566,-19.81,-32.55,-0.415,-41.87,False,25.8
sma_cross + rsi_bullish,sma_cross,rsi_bullish,CPB,discovery,-0.977,-48.27,-51.52,-0.391,-41.88,False,26.9
sma_cross + rsi_bullish,sma_cross,rsi_bullish,SJM,confirmation,-0.349,-15.63,-27.55,0.153,24.69,False,34.3
sma_cross + rsi_bullish,sma_cross,rsi_bullish,T,discovery,-0.419,-22.67,-38.92,0.348,63.12,False,39.6
sma_cross + rsi_bullish,sma_cross,rsi_bullish,VZ,confirmation,-0.728,-27.49,-39.12,0.062,13.18,False,26.2
sma_cross + rsi_bullish,sma_cross,rsi_bullish,PARA,discovery,-1.18,-31.95,-31.95,-1.495,-100.0,True,2.6
sma_cross + rsi_bullish,sma_cross,rsi_bullish,BMY,confirmation,-0.148,2.06,-28.33,0.159,26.34,False,31.3
sma_cross + rsi_bullish,sma_cross,rsi_bullish,PFE,discovery,-0.285,-9.66,-44.7,-0.014,-1.62,False,26.6
sma_cross + rsi_bullish,sma_cross,rsi_bullish,CVS,confirmation,-0.154,-6.13,-37.46,0.362,71.02,False,33.5
sma_cross + rsi_bullish,sma_cross,rsi_bullish,VTRS,discovery,-0.154,-5.55,-42.07,0.176,20.88,False,34.8
sma_cross + rsi_bullish,sma_cross,rsi_bullish,MMM,confirmation,-0.065,5.52,-25.61,0.28,49.88,False,35.6
sma_cross + rsi_bullish,sma_cross,rsi_bullish,EMR,discovery,-0.458,-24.28,-33.96,0.562,130.7,False,38.2
sma_cross + rsi_bullish,sma_cross,rsi_bullish,DOV,confirmation,-0.09,6.68,-17.55,0.404,77.31,False,36.5
sma_cross + rsi_bullish,sma_cross,rsi_bullish,OKE,discovery,0.199,33.71,-35.0,0.808,253.62,False,44.8
sma_cross + rsi_bullish,sma_cross,rsi_bullish,DOW,confirmation,-0.082,5.62,-31.36,-0.185,-26.56,True,27.2
sma_cross + rsi_bullish,sma_cross,rsi_bullish,LYB,discovery,-0.156,-9.68,-48.86,0.084,3.0,False,32.5
sma_cross + rsi_bullish,sma_cross,rsi_bullish,MOS,confirmation,-0.116,-14.46,-65.56,0.18,10.56,False,30.2
sma_cross + rsi_bullish,sma_cross,rsi_bullish,NEM,discovery,0.492,99.0,-25.9,0.519,141.69,False,39.1
sma_cross + rsi_bullish,sma_cross,rsi_bullish,O,confirmation,-0.362,-8.19,-21.15,0.238,39.48,False,37.3
sma_cross + rsi_bullish,sma_cross,rsi_bullish,VTR,discovery,0.159,28.48,-26.39,0.555,121.72,False,40.3
sma_cross + rsi_bullish,sma_cross,rsi_bullish,KIM,confirmation,-0.058,5.9,-34.08,0.49,104.27,False,40.9
sma_cross + rsi_bullish,sma_cross,rsi_bullish,BXP,discovery,0.145,26.74,-23.43,-0.003,-11.71,True,31.2
sma_cross + rsi_bullish,sma_cross,rsi_bullish,HST,confirmation,-0.89,-54.56,-66.9,0.449,100.27,False,39.3
sma_cross + rsi_bullish,sma_cross,rsi_bullish,F,discovery,-0.09,-8.83,-57.1,0.455,112.89,False,33.9
sma_cross + rsi_bullish,sma_cross,rsi_bullish,LEG,confirmation,-0.534,-32.46,-43.19,-0.418,-72.68,False,18.7
sma_cross + rsi_bullish,sma_cross,rsi_bullish,INTC,discovery,-0.195,-38.91,-70.05,0.495,140.96,False,31.9
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,SO,discovery,-0.256,-3.71,-26.45,0.515,86.48,False,46.2
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,DUK,confirmation,-0.437,-15.19,-35.28,0.384,61.14,False,48.2
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,AEP,discovery,-0.478,-19.27,-34.4,0.468,81.2,False,45.3
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,ED,confirmation,0.137,26.04,-22.26,0.417,68.61,False,46.1
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,XEL,discovery,-0.421,-16.76,-31.57,0.231,38.97,False,46.4
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,KHC,confirmation,-0.296,-11.79,-40.77,-0.109,-9.46,False,38.8
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,GIS,discovery,-0.131,3.5,-28.25,-0.212,-19.57,True,37.2
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,CAG,confirmation,-0.717,-37.52,-47.89,-0.415,-41.87,False,35.9
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,CPB,discovery,-0.381,-20.55,-37.59,-0.391,-41.88,True,38.7
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,SJM,confirmation,0.281,43.52,-19.2,0.153,24.69,True,44.3
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,T,discovery,0.406,61.09,-21.46,0.348,63.12,True,46.2
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,VZ,confirmation,-0.775,-37.55,-42.08,0.062,13.18,False,40.3
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,PARA,discovery,-0.897,-47.01,-52.83,-1.495,-100.0,True,6.9
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,BMY,confirmation,-0.015,11.25,-29.17,0.159,26.34,False,39.9
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,PFE,discovery,-0.583,-31.36,-43.87,-0.014,-1.62,False,38.8
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,CVS,confirmation,0.012,9.09,-29.69,0.362,71.02,False,41.3
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,VTRS,discovery,-0.126,-10.44,-51.72,0.176,20.88,False,42.3
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,MMM,confirmation,-0.127,-4.82,-44.64,0.28,49.88,False,45.0
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,EMR,discovery,-0.066,1.42,-32.3,0.562,130.7,False,46.9
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,DOV,confirmation,-0.277,-12.67,-30.31,0.404,77.31,False,45.6
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,OKE,discovery,0.86,185.8,-32.38,0.808,253.62,True,52.2
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,DOW,confirmation,-0.018,8.77,-35.92,-0.185,-26.56,True,35.6
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,LYB,discovery,0.075,14.85,-40.21,0.084,3.0,False,45.9
sma_cross + rsi_not_hot,sma_cross,rsi_not_hot,MOS,confirmation,0.083,9.25,-64.37,0.18,10.56,False,37.7
