Combo,A,B,Ticker,Set,Sharpe,Return,MaxDD,BH_Sharpe,BH_Return,Beat_BH,Pct_Days_Long
above_sma20 + rsi_bullish,above_sma20,rsi_bullish,NEM,discovery,0.223,36.67,-45.24,0.519,141.69,False,50.4
above_sma20 + rsi_bullish,above_sma20,rsi_bullish,O,confirmation,0.087,21.55,-20.55,0.238,39.48,False,50.8
above_sma20 + rsi_bullish,above_sma20,rsi_bullish,VTR,discovery,0.024,12.73,-38.25,0.555,121.72,False,51.2
above_sma20 + rsi_bullish,above_sma20,rsi_bullish,KIM,confirmation,-0.196,-11.72,-35.46,0.49,104.27,False,51.2
above_sma20 + rsi_bullish,above_sma20,rsi_bullish,BXP,discovery,-0.159,-12.27,-43.61,-0.003,-11.71,False,44.2
above_sma20 + rsi_bullish,above_sma20,rsi_bullish,HST,confirmation,-0.187,-13.89,-43.75,0.449,100.27,False,50.6
above_sma20 + rsi_bullish,above_sma20,rsi_bullish,F,discovery,0.143,20.49,-53.02,0.455,112.89,False,46.2
above_sma20 + rsi_bullish,above_sma20,rsi_bullish,LEG,confirmation,-0.199,-28.44,-55.3,-0.418,-72.68,True,35.3
above_sma20 + rsi_bullish,above_sma20,rsi_bullish,INTC,discovery,-0.015,-21.53,-72.98,0.495,140.96,False,44.6
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,SO,discovery,-0.232,-2.2,-17.25,0.515,86.48,False,43.8
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,DUK,confirmation,-0.049,11.63,-17.2,0.384,61.14,False,43.9
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,AEP,discovery,0.035,17.6,-14.44,0.468,81.2,False,39.8
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,ED,confirmation,0.563,67.91,-13.12,0.417,68.61,True,43.4
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,XEL,discovery,-0.419,-15.83,-23.61,0.231,38.97,False,41.6
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,KHC,confirmation,0.16,28.06,-38.64,-0.109,-9.46,True,36.4
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,GIS,discovery,-0.72,-35.51,-43.95,-0.212,-19.57,False,36.1
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,CAG,confirmation,-0.452,-19.86,-32.92,-0.415,-41.87,False,37.0
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,CPB,discovery,-0.418,-24.39,-36.09,-0.391,-41.88,False,41.5
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,SJM,confirmation,-0.091,1.26,-36.28,0.153,24.69,False,43.3
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,T,discovery,0.558,80.11,-23.04,0.348,63.12,True,38.2
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,VZ,confirmation,-0.197,-0.49,-31.78,0.062,13.18,False,35.0
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,PARA,discovery,-1.478,-93.61,-95.51,-1.495,-100.0,True,15.2
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,BMY,confirmation,-0.089,5.0,-28.9,0.159,26.34,False,38.5
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,PFE,discovery,-0.297,-11.71,-43.42,-0.014,-1.62,False,34.9
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,CVS,confirmation,-0.039,4.46,-35.71,0.362,71.02,False,36.0
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,VTRS,discovery,0.423,68.23,-28.61,0.176,20.88,True,37.7
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,MMM,confirmation,0.105,22.48,-36.23,0.28,49.88,False,41.2
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,EMR,discovery,0.131,25.31,-26.61,0.562,130.7,False,38.2
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,DOV,confirmation,0.292,43.72,-16.65,0.404,77.31,False,38.9
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,OKE,discovery,-0.11,-3.03,-53.28,0.808,253.62,False,44.2
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,DOW,confirmation,-0.475,-24.3,-46.41,-0.185,-26.56,False,35.1
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,LYB,discovery,-0.159,-11.58,-50.92,0.084,3.0,False,40.3
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,MOS,confirmation,-0.824,-70.92,-87.07,0.18,10.56,False,37.1
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,NEM,discovery,0.294,51.02,-36.74,0.519,141.69,False,37.4
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,O,confirmation,-0.067,9.81,-15.07,0.238,39.48,False,40.1
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,VTR,discovery,-0.287,-11.2,-37.38,0.555,121.72,False,37.5
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,KIM,confirmation,-0.231,-11.25,-29.01,0.49,104.27,False,43.9
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,BXP,discovery,-0.634,-44.74,-60.0,-0.003,-11.71,False,38.9
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,HST,confirmation,-0.159,-7.71,-31.16,0.449,100.27,False,41.6
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,F,discovery,-0.033,-3.32,-40.94,0.455,112.89,False,35.5
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,LEG,confirmation,-0.549,-61.93,-77.41,-0.418,-72.68,False,29.6
above_sma20 + rsi_not_hot,above_sma20,rsi_not_hot,INTC,discovery,-0.009,-9.11,-52.94,0.495,140.96,False,38.0
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,SO,discovery,0.141,26.51,-15.42,0.515,86.48,False,58.1
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,DUK,confirmation,0.114,23.98,-13.97,0.384,61.14,False,57.3
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,AEP,discovery,0.319,45.93,-15.47,0.468,81.2,False,55.6
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,ED,confirmation,0.348,48.98,-13.6,0.417,68.61,False,57.4
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,XEL,discovery,-0.23,-6.94,-21.64,0.231,38.97,False,55.1
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,KHC,confirmation,-0.074,4.42,-43.58,-0.109,-9.46,True,47.9
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,GIS,discovery,-0.634,-36.81,-46.34,-0.212,-19.57,False,46.9
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,CAG,confirmation,-0.478,-26.75,-39.58,-0.415,-41.87,False,45.8
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,CPB,discovery,-0.676,-44.9,-49.52,-0.391,-41.88,False,48.3
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,SJM,confirmation,-0.421,-29.81,-46.52,0.153,24.69,False,54.3
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,T,discovery,0.41,65.72,-18.82,0.348,63.12,True,53.7
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,VZ,confirmation,-0.233,-8.05,-32.89,0.062,13.18,False,48.3
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,PARA,discovery,-1.389,-93.74,-95.6,-1.495,-100.0,True,16.1
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,BMY,confirmation,-0.088,0.95,-27.71,0.159,26.34,False,51.3
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,PFE,discovery,0.01,10.24,-49.77,-0.014,-1.62,True,46.9
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,CVS,confirmation,0.107,19.59,-39.65,0.362,71.02,False,54.4
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,VTRS,discovery,0.284,49.11,-39.64,0.176,20.88,True,53.9
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,MMM,confirmation,0.28,46.75,-30.89,0.28,49.88,False,55.0
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,EMR,discovery,0.198,33.49,-29.0,0.562,130.7,False,56.8
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,DOV,confirmation,0.343,53.54,-18.35,0.404,77.31,False,56.1
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,OKE,discovery,-0.095,-5.99,-50.47,0.808,253.62,False,60.9
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,DOW,confirmation,-0.505,-30.98,-52.22,-0.185,-26.56,False,47.2
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,LYB,discovery,-0.262,-27.19,-61.35,0.084,3.0,False,51.3
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,MOS,confirmation,-0.565,-64.32,-83.56,0.18,10.56,False,51.0
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,NEM,discovery,0.155,22.41,-44.4,0.519,141.69,False,55.2
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,O,confirmation,0.177,29.97,-17.38,0.238,39.48,False,55.4
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,VTR,discovery,0.172,29.98,-31.95,0.555,121.72,False,56.5
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,KIM,confirmation,-0.149,-8.31,-30.65,0.49,104.27,False,56.5
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,BXP,discovery,-0.48,-42.69,-56.59,-0.003,-11.71,False,51.3
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,HST,confirmation,-0.228,-19.75,-44.23,0.449,100.27,False,55.9
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,F,discovery,0.185,27.42,-50.22,0.455,112.89,False,52.4
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,LEG,confirmation,-0.551,-66.66,-77.12,-0.418,-72.68,False,39.8
above_sma20 + bb_upper_half,above_sma20,bb_upper_half,INTC,discovery,0.303,53.31,-63.86,0.495,140.96,False,50.9
above_sma20 + adx_trending,above_sma20,adx_trending,SO,discovery,0.252,34.66,-12.19,0.515,86.48,False,35.8
above_sma20 + adx_trending,above_sma20,adx_trending,DUK,confirmation,0.102,23.11,-12.8,0.384,61.14,False,38.4
above_sma20 + adx_trending,above_sma20,adx_trending,AEP,discovery,0.19,29.99,-17.38,0.468,81.2,False,34.5
above_sma20 + adx_trending,above_sma20,adx_trending,ED,confirmation,0.295,40.0,-15.53,0.417,68.61,False,38.2
above_sma20 + adx_trending,above_sma20,adx_trending,XEL,discovery,0.019,17.28,-19.73,0.231,38.97,False,32.5
above_sma20 + adx_trending,above_sma20,adx_trending,KHC,confirmation,0.123,24.56,-34.61,-0.109,-9.46,True,31.0
above_sma20 + adx_trending,above_sma20,adx_trending,GIS,discovery,-0.451,-13.89,-31.52,-0.212,-19.57,False,27.6
above_sma20 + adx_trending,above_sma20,adx_trending,CAG,confirmation,-0.673,-24.4,-30.4,-0.415,-41.87,False,26.3
above_sma20 + adx_trending,above_sma20,adx_trending,CPB,discovery,-0.586,-25.97,-31.74,-0.391,-41.88,False,25.7
above_sma20 + adx_trending,above_sma20,adx_trending,SJM,confirmation,-0.376,-15.87,-41.89,0.153,24.69,False,34.1
above_sma20 + adx_trending,above_sma20,adx_trending,T,discovery,0.158,28.26,-23.27,0.348,63.12,False,37.7
above_sma20 + adx_trending,above_sma20,adx_trending,VZ,confirmation,-0.014,12.72,-20.73,0.062,13.18,False,33.2
above_sma20 + adx_trending,above_sma20,adx_trending,PARA,discovery,-1.142,-89.0,-92.99,-1.495,-100.0,True,12.3
above_sma20 + adx_trending,above_sma20,adx_trending,BMY,confirmation,-0.345,-14.94,-34.96,0.159,26.34,False,33.4
above_sma20 + adx_trending,above_sma20,adx_trending,PFE,discovery,0.311,47.21,-33.93,-0.014,-1.62,True,34.9
above_sma20 + adx_trending,above_sma20,adx_trending,CVS,confirmation,0.312,49.74,-30.55,0.362,71.02,False,36.6
above_sma20 + adx_trending,above_sma20,adx_trending,VTRS,discovery,-0.041,0.63,-42.09,0.176,20.88,False,38.2
above_sma20 + adx_trending,above_sma20,adx_trending,MMM,confirmation,0.053,18.09,-32.27,0.28,49.88,False,32.7
above_sma20 + adx_trending,above_sma20,adx_trending,EMR,discovery,0.315,47.08,-27.18,0.562,130.7,False,37.3
above_sma20 + adx_trending,above_sma20,adx_trending,DOV,confirmation,0.196,32.17,-14.57,0.404,77.31,False,38.0
above_sma20 + adx_trending,above_sma20,adx_trending,OKE,discovery,-0.235,-10.2,-36.91,0.808,253.62,False,32.0
above_sma20 + adx_trending,above_sma20,adx_trending,DOW,confirmation,-0.765,-33.22,-40.19,-0.185,-26.56,False,32.6
above_sma20 + adx_trending,above_sma20,adx_trending,LYB,discovery,-0.47,-32.41,-61.5,0.084,3.0,False,27.7
above_sma20 + adx_trending,above_sma20,adx_trending,MOS,confirmation,-0.444,-41.7,-68.73,0.18,10.56,False,29.8
above_sma20 + adx_trending,above_sma20,adx_trending,NEM,discovery,-0.443,-42.15,-48.34,0.519,141.69,False,36.8
above_sma20 + adx_trending,above_sma20,adx_trending,O,confirmation,0.091,22.28,-12.64,0.238,39.48,False,35.4
above_sma20 + adx_trending,above_sma20,adx_trending,VTR,discovery,-0.142,2.1,-31.1,0.555,121.72,False,38.0
above_sma20 + adx_trending,above_sma20,adx_trending,KIM,confirmation,-0.334,-14.7,-37.68,0.49,104.27,False,34.1
above_sma20 + adx_trending,above_sma20,adx_trending,BXP,discovery,-0.468,-29.48,-50.36,-0.003,-11.71,False,30.2
above_sma20 + adx_trending,above_sma20,adx_trending,HST,confirmation,-0.304,-17.56,-34.65,0.449,100.27,False,36.3
above_sma20 + adx_trending,above_sma20,adx_trending,F,discovery,-0.157,-20.22,-65.9,0.455,112.89,False,38.4
above_sma20 + adx_trending,above_sma20,adx_trending,LEG,confirmation,-0.848,-55.23,-58.69,-0.418,-72.68,False,22.4
above_sma20 + adx_trending,above_sma20,adx_trending,INTC,discovery,0.05,0.7,-61.12,0.495,140.96,False,32.7
above_sma20 + adx_quiet,above_sma20,adx_quiet,SO,discovery,-0.628,-7.86,-21.25,0.515,86.48,False,14.2
above_sma20 + adx_quiet,above_sma20,adx_quiet,DUK,confirmation,-0.246,8.46,-8.34,0.384,61.14,False,12.0
above_sma20 + adx_quiet,above_sma20,adx_quiet,AEP,discovery,-0.169,9.63,-9.8,0.468,81.2,False,13.6
above_sma20 + adx_quiet,above_sma20,adx_quiet,ED,confirmation,-0.204,10.95,-9.22,0.417,68.61,False,11.1
above_sma20 + adx_quiet,above_sma20,adx_quiet,XEL,discovery,-0.843,-23.37,-27.39,0.231,38.97,False,14.4
above_sma20 + adx_quiet,above_sma20,adx_quiet,KHC,confirmation,-0.229,6.97,-16.18,-0.109,-9.46,False,10.1
above_sma20 + adx_quiet,above_sma20,adx_quiet,GIS,discovery,-0.662,-14.28,-24.84,-0.212,-19.57,False,12.5
above_sma20 + adx_quiet,above_sma20,adx_quiet,CAG,confirmation,-0.615,-12.33,-27.75,-0.415,-41.87,False,12.9
above_sma20 + adx_quiet,above_sma20,adx_quiet,CPB,discovery,-0.518,-13.26,-29.14,-0.391,-41.88,False,14.8
above_sma20 + adx_quiet,above_sma20,adx_quiet,SJM,confirmation,-0.654,-16.13,-26.47,0.153,24.69,False,10.2
above_sma20 + adx_quiet,above_sma20,adx_quiet,T,discovery,-0.612,-3.08,-14.3,0.348,63.12,False,8.1
above_sma20 + adx_quiet,above_sma20,adx_quiet,VZ,confirmation,-0.847,-12.14,-25.56,0.062,13.18,False,10.2
above_sma20 + adx_quiet,above_sma20,adx_quiet,PARA,discovery,-1.281,-36.28,-39.3,-1.495,-100.0,True,1.7
above_sma20 + adx_quiet,above_sma20,adx_quiet,BMY,confirmation,-0.11,12.12,-15.12,0.159,26.34,False,11.3
above_sma20 + adx_quiet,above_sma20,adx_quiet,PFE,discovery,-1.382,-23.58,-23.58,-0.014,-1.62,False,7.5
above_sma20 + adx_quiet,above_sma20,adx_quiet,CVS,confirmation,-0.536,-8.77,-19.9,0.362,71.02,False,11.6
above_sma20 + adx_quiet,above_sma20,adx_quiet,VTRS,discovery,0.506,53.16,-14.09,0.176,20.88,True,10.9
above_sma20 + adx_quiet,above_sma20,adx_quiet,MMM,confirmation,-0.072,9.75,-16.67,0.28,49.88,False,14.5
above_sma20 + adx_quiet,above_sma20,adx_quiet,EMR,discovery,-0.288,3.72,-13.02,0.562,130.7,False,13.6
above_sma20 + adx_quiet,above_sma20,adx_quiet,DOV,confirmation,-0.007,17.01,-18.96,0.404,77.31,False,11.7
above_sma20 + adx_quiet,above_sma20,adx_quiet,OKE,discovery,-0.485,-13.68,-29.19,0.808,253.62,False,17.5
above_sma20 + adx_quiet,above_sma20,adx_quiet,DOW,confirmation,-0.112,7.08,-25.4,-0.185,-26.56,True,9.2
above_sma20 + adx_quiet,above_sma20,adx_quiet,LYB,discovery,-0.252,-0.89,-19.32,0.084,3.0,False,14.5
above_sma20 + adx_quiet,above_sma20,adx_quiet,MOS,confirmation,-0.34,-17.98,-44.26,0.18,10.56,False,13.5
above_sma20 + adx_quiet,above_sma20,adx_quiet,NEM,discovery,0.544,71.52,-18.73,0.519,141.69,True,11.8
above_sma20 + adx_quiet,above_sma20,adx_quiet,O,confirmation,-0.839,-13.73,-16.13,0.238,39.48,False,11.3
above_sma20 + adx_quiet,above_sma20,adx_quiet,VTR,discovery,-0.264,1.52,-19.76,0.555,121.72,False,12.3
above_sma20 + adx_quiet,above_sma20,adx_quiet,KIM,confirmation,-0.343,-2.49,-14.25,0.49,104.27,False,14.2
above_sma20 + adx_quiet,above_sma20,adx_quiet,BXP,discovery,-0.477,-17.06,-40.57,-0.003,-11.71,False,15.0
above_sma20 + adx_quiet,above_sma20,adx_quiet,HST,confirmation,-0.582,-14.91,-34.68,0.449,100.27,False,9.1
above_sma20 + adx_quiet,above_sma20,adx_quiet,F,discovery,0.258,37.33,-18.03,0.455,112.89,False,8.5
above_sma20 + adx_quiet,above_sma20,adx_quiet,LEG,confirmation,-0.272,-15.13,-32.87,-0.418,-72.68,True,9.2
above_sma20 + adx_quiet,above_sma20,adx_quiet,INTC,discovery,-0.065,-0.18,-32.44,0.495,140.96,False,10.7
above_sma20 + low_vol,above_sma20,low_vol,SO,discovery,0.283,36.25,-9.42,0.515,86.48,False,28.9
above_sma20 + low_vol,above_sma20,low_vol,DUK,confirmation,-0.541,-9.15,-15.79,0.384,61.14,False,27.1
above_sma20 + low_vol,above_sma20,low_vol,AEP,discovery,-0.399,-6.13,-25.74,0.468,81.2,False,23.4
above_sma20 + low_vol,above_sma20,low_vol,ED,confirmation,-0.545,-10.28,-18.88,0.417,68.61,False,23.1
above_sma20 + low_vol,above_sma20,low_vol,XEL,discovery,-0.818,-25.2,-35.38,0.231,38.97,False,22.8
above_sma20 + low_vol,above_sma20,low_vol,KHC,confirmation,-0.678,-20.52,-27.35,-0.109,-9.46,False,22.4
above_sma20 + low_vol,above_sma20,low_vol,GIS,discovery,-0.679,-17.71,-24.16,-0.212,-19.57,False,22.5
above_sma20 + low_vol,above_sma20,low_vol,CAG,confirmation,-0.852,-26.72,-31.18,-0.415,-41.87,False,18.9
above_sma20 + low_vol,above_sma20,low_vol,CPB,discovery,-0.852,-27.81,-28.59,-0.391,-41.88,False,19.2
above_sma20 + low_vol,above_sma20,low_vol,SJM,confirmation,-0.751,-26.3,-37.73,0.153,24.69,False,27.0
above_sma20 + low_vol,above_sma20,low_vol,T,discovery,-0.215,-1.61,-23.43,0.348,63.12,False,23.1
above_sma20 + low_vol,above_sma20,low_vol,VZ,confirmation,-0.956,-29.81,-30.5,0.062,13.18,False,22.5
above_sma20 + low_vol,above_sma20,low_vol,PARA,discovery,-1.048,-45.04,-48.48,-1.495,-100.0,True,4.4
above_sma20 + low_vol,above_sma20,low_vol,BMY,confirmation,-0.668,-23.22,-29.75,0.159,26.34,False,23.1
above_sma20 + low_vol,above_sma20,low_vol,PFE,discovery,-0.48,-11.83,-30.12,-0.014,-1.62,False,18.8
above_sma20 + low_vol,above_sma20,low_vol,CVS,confirmation,-0.251,-12.32,-38.93,0.362,71.02,False,28.3
above_sma20 + low_vol,above_sma20,low_vol,VTRS,discovery,0.181,30.96,-34.39,0.176,20.88,True,22.6
above_sma20 + low_vol,above_sma20,low_vol,MMM,confirmation,-0.035,9.61,-26.65,0.28,49.88,False,25.1
above_sma20 + low_vol,above_sma20,low_vol,EMR,discovery,-0.069,9.17,-39.91,0.562,130.7,False,25.1
above_sma20 + low_vol,above_sma20,low_vol,DOV,confirmation,-0.025,13.09,-20.76,0.404,77.31,False,23.8
above_sma20 + low_vol,above_sma20,low_vol,OKE,discovery,-0.937,-46.94,-53.16,0.808,253.62,False,30.9
above_sma20 + low_vol,above_sma20,low_vol,DOW,confirmation,-0.207,2.11,-23.75,-0.185,-26.56,False,19.0
above_sma20 + low_vol,above_sma20,low_vol,LYB,discovery,-0.474,-20.63,-31.86,0.084,3.0,False,21.2
above_sma20 + low_vol,above_sma20,low_vol,MOS,confirmation,-0.852,-57.97,-68.75,0.18,10.56,False,24.9
above_sma20 + low_vol,above_sma20,low_vol,NEM,discovery,-0.122,-8.09,-48.88,0.519,141.69,False,26.7
above_sma20 + low_vol,above_sma20,low_vol,O,confirmation,-0.803,-22.13,-23.14,0.238,39.48,False,26.3
above_sma20 + low_vol,above_sma20,low_vol,VTR,discovery,-0.25,-2.28,-24.71,0.555,121.72,False,26.9
above_sma20 + low_vol,above_sma20,low_vol,KIM,confirmation,-0.51,-17.91,-39.83,0.49,104.27,False,26.0
above_sma20 + low_vol,above_sma20,low_vol,BXP,discovery,-0.67,-32.12,-41.57,-0.003,-11.71,False,23.2
above_sma20 + low_vol,above_sma20,low_vol,HST,confirmation,-0.209,-6.28,-33.93,0.449,100.27,False,29.8
above_sma20 + low_vol,above_sma20,low_vol,F,discovery,-0.214,-10.68,-29.44,0.455,112.89,False,22.8
above_sma20 + low_vol,above_sma20,low_vol,LEG,confirmation,-0.171,-18.8,-58.53,-0.418,-72.68,True,16.2
above_sma20 + low_vol,above_sma20,low_vol,INTC,discovery,-0.426,-39.0,-49.82,0.495,140.96,False,19.3
above_sma20 + rsi_rising,above_sma20,rsi_rising,SO,discovery,-0.681,-23.33,-24.2,0.515,86.48,False,33.8
above_sma20 + rsi_rising,above_sma20,rsi_rising,DUK,confirmation,-0.728,-23.15,-23.28,0.384,61.14,False,34.7
above_sma20 + rsi_rising,above_sma20,rsi_rising,AEP,discovery,0.006,15.77,-20.88,0.468,81.2,False,33.0
above_sma20 + rsi_rising,above_sma20,rsi_rising,ED,confirmation,-0.273,-2.3,-17.5,0.417,68.61,False,34.7
above_sma20 + rsi_rising,above_sma20,rsi_rising,XEL,discovery,-0.653,-26.49,-29.44,0.231,38.97,False,32.2
above_sma20 + rsi_rising,above_sma20,rsi_rising,KHC,confirmation,-0.32,-8.63,-37.85,-0.109,-9.46,False,29.3
above_sma20 + rsi_rising,above_sma20,rsi_rising,GIS,discovery,-0.939,-43.92,-54.97,-0.212,-19.57,False,30.0
above_sma20 + rsi_rising,above_sma20,rsi_rising,CAG,confirmation,-0.975,-38.89,-45.09,-0.415,-41.87,False,27.5
above_sma20 + rsi_rising,above_sma20,rsi_rising,CPB,discovery,-1.335,-62.94,-66.22,-0.391,-41.88,False,29.9
above_sma20 + rsi_rising,above_sma20,rsi_rising,SJM,confirmation,-1.15,-54.08,-60.96,0.153,24.69,False,33.1
above_sma20 + rsi_rising,above_sma20,rsi_rising,T,discovery,0.134,25.83,-18.51,0.348,63.12,False,30.8
above_sma20 + rsi_rising,above_sma20,rsi_rising,VZ,confirmation,-0.657,-25.52,-39.08,0.062,13.18,False,29.7
above_sma20 + rsi_rising,above_sma20,rsi_rising,PARA,discovery,-1.013,-84.78,-88.99,-1.495,-100.0,True,11.4
above_sma20 + rsi_rising,above_sma20,rsi_rising,BMY,confirmation,-0.572,-25.91,-34.68,0.159,26.34,False,30.2
above_sma20 + rsi_rising,above_sma20,rsi_rising,PFE,discovery,-0.218,-4.55,-40.03,-0.014,-1.62,False,28.3
above_sma20 + rsi_rising,above_sma20,rsi_rising,CVS,confirmation,0.01,12.28,-34.4,0.362,71.02,False,32.2
above_sma20 + rsi_rising,above_sma20,rsi_rising,VTRS,discovery,-0.165,-7.81,-41.46,0.176,20.88,False,31.7
above_sma20 + rsi_rising,above_sma20,rsi_rising,MMM,confirmation,0.169,29.36,-21.41,0.28,49.88,False,33.6
above_sma20 + rsi_rising,above_sma20,rsi_rising,EMR,discovery,-0.456,-23.81,-33.76,0.562,130.7,False,34.7
above_sma20 + rsi_rising,above_sma20,rsi_rising,DOV,confirmation,-0.095,6.32,-30.38,0.404,77.31,False,33.4
above_sma20 + rsi_rising,above_sma20,rsi_rising,OKE,discovery,-0.445,-25.87,-42.95,0.808,253.62,False,36.8
above_sma20 + rsi_rising,above_sma20,rsi_rising,DOW,confirmation,-0.26,-9.89,-31.51,-0.185,-26.56,False,30.0
above_sma20 + rsi_rising,above_sma20,rsi_rising,LYB,discovery,-0.04,4.91,-31.34,0.084,3.0,False,29.9
above_sma20 + rsi_rising,above_sma20,rsi_rising,MOS,confirmation,-0.826,-65.14,-74.5,0.18,10.56,False,30.6
above_sma20 + rsi_rising,above_sma20,rsi_rising,NEM,discovery,-0.318,-28.95,-48.68,0.519,141.69,False,33.1
above_sma20 + rsi_rising,above_sma20,rsi_rising,O,confirmation,0.069,20.8,-14.25,0.238,39.48,False,32.0
above_sma20 + rsi_rising,above_sma20,rsi_rising,VTR,discovery,0.165,29.04,-21.92,0.555,121.72,False,33.3
above_sma20 + rsi_rising,above_sma20,rsi_rising,KIM,confirmation,-0.559,-30.04,-46.98,0.49,104.27,False,32.7
above_sma20 + rsi_rising,above_sma20,rsi_rising,BXP,discovery,-0.558,-36.23,-47.94,-0.003,-11.71,False,30.2
above_sma20 + rsi_rising,above_sma20,rsi_rising,HST,confirmation,-0.27,-14.26,-34.37,0.449,100.27,False,32.6
above_sma20 + rsi_rising,above_sma20,rsi_rising,F,discovery,0.215,36.43,-26.79,0.455,112.89,False,31.0
above_sma20 + rsi_rising,above_sma20,rsi_rising,LEG,confirmation,-0.259,-29.36,-51.35,-0.418,-72.68,True,24.9
above_sma20 + rsi_rising,above_sma20,rsi_rising,INTC,discovery,-0.19,-33.32,-63.59,0.495,140.96,False,30.9
above_sma20 + mom_accelerating,above_sma20,mom_accelerating,SO,discovery,-1.099,-40.69,-41.07,0.515,86.48,False,33.8
above_sma20 + mom_accelerating,above_sma20,mom_accelerating,DUK,confirmation,-0.414,-7.92,-18.96,0.384,61.14,False,33.5
above_sma20 + mom_accelerating,above_sma20,mom_accelerating,AEP,discovery,-0.132,6.25,-20.63,0.468,81.2,False,31.1
above_sma20 + mom_accelerating,above_sma20,mom_accelerating,ED,confirmation,-0.689,-23.9,-28.54,0.417,68.61,False,33.4
above_sma20 + mom_accelerating,above_sma20,mom_accelerating,XEL,discovery,-0.996,-41.38,-45.95,0.231,38.97,False,32.0
above_sma20 + mom_accelerating,above_sma20,mom_accelerating,KHC,confirmation,-0.195,0.66,-44.07,-0.109,-9.46,False,27.2
above_sma20 + mom_accelerating,above_sma20,mom_accelerating,GIS,discovery,-0.958,-42.79,-49.9,-0.212,-19.57,False,27.6
above_sma20 + mom_accelerating,above_sma20,mom_accelerating,CAG,confirmation,-0.759,-32.27,-40.11,-0.415,-41.87,False,27.8
above_sma20 + mom_accelerating,above_sma20,mom_accelerating,CPB,discovery,-1.162,-53.5,-55.49,-0.391,-41.88,False,29.5
