Ticker,Model,WindowEnd,RSI_Trigger,Trail,Base_Sharpe,New_Sharpe,Delta_Sharpe,Legacy_Sharpe,Legacy_Delta,Base_Return,New_Return,Base_MaxDD,New_MaxDD,Delta_MaxDD,Days_Held,Legacy_Days_Held
AAPL,LR,2022-01-01,0,0.15,0.753,1.278,0.525,1.278,0.525,67.5,258.85,-29.48,-31.43,-1.95,621,701
AAPL,LR,2022-01-01,0,0.2,0.753,1.209,0.456,1.278,0.525,67.5,235.65,-29.48,-31.43,-1.95,677,713
AAPL,LR,2022-01-01,50,0.08,0.753,1.644,0.891,1.542,0.789,67.5,370.32,-29.48,-30.59,-1.11,469,478
AAPL,LR,2022-01-01,50,0.12,0.753,1.444,0.691,1.444,0.691,67.5,299.43,-29.48,-30.59,-1.11,580,580
AAPL,LR,2022-01-01,50,0.15,0.753,1.4,0.647,1.4,0.647,67.5,282.78,-29.48,-30.59,-1.11,587,587
AAPL,LR,2022-01-01,50,0.2,0.753,1.196,0.443,1.196,0.443,67.5,230.62,-29.48,-31.43,-1.95,675,675
AAPL,LR,2022-01-01,55,0.08,0.753,1.685,0.932,1.581,0.828,67.5,386.64,-29.48,-29.48,0.0,455,464
AAPL,LR,2022-01-01,55,0.12,0.753,1.482,0.729,1.482,0.729,67.5,313.3,-29.48,-29.48,0.0,561,561
AAPL,LR,2022-01-01,55,0.15,0.753,1.437,0.684,1.437,0.684,67.5,296.07,-29.48,-29.48,0.0,566,566
AAPL,LR,2022-01-01,55,0.2,0.753,1.229,0.476,1.229,0.476,67.5,242.09,-29.48,-31.43,-1.95,650,650
AAPL,LR,2022-01-01,60,0.08,0.753,1.164,0.411,1.164,0.411,67.5,159.86,-29.48,-29.48,0.0,301,301
AAPL,LR,2022-01-01,60,0.12,0.753,1.096,0.343,1.096,0.343,67.5,151.66,-29.48,-29.48,0.0,420,420
AAPL,LR,2022-01-01,60,0.15,0.753,1.047,0.294,1.047,0.294,67.5,141.17,-29.48,-29.48,0.0,425,425
AAPL,LR,2022-01-01,60,0.2,0.753,0.975,0.222,0.975,0.222,67.5,141.65,-29.48,-31.43,-1.95,542,542
AAPL,LR,2022-01-01,65,0.08,0.753,0.831,0.078,0.831,0.078,67.5,88.04,-29.48,-29.48,0.0,184,184
AAPL,LR,2022-01-01,65,0.12,0.753,0.949,0.196,0.949,0.196,67.5,112.83,-29.48,-29.48,0.0,300,300
AAPL,LR,2022-01-01,65,0.15,0.753,0.898,0.145,0.898,0.145,67.5,103.95,-29.48,-29.48,0.0,305,305
AAPL,LR,2022-01-01,65,0.2,0.753,0.975,0.222,0.975,0.222,67.5,141.65,-29.48,-31.43,-1.95,542,542
AAPL,RF,2022-01-01,0,0.08,0.687,1.375,0.688,1.251,0.564,60.92,270.5,-30.18,-31.9,-1.72,696,748
AAPL,RF,2022-01-01,0,0.12,0.687,1.047,0.36,1.198,0.511,60.92,168.18,-30.18,-37.08,-6.9,748,763
AAPL,RF,2022-01-01,0,0.15,0.687,1.076,0.389,1.198,0.511,60.92,177.41,-30.18,-37.08,-6.9,757,776
AAPL,RF,2022-01-01,0,0.2,0.687,1.194,0.507,1.198,0.511,60.92,233.89,-30.18,-35.5,-5.32,793,798
AAPL,RF,2022-01-01,50,0.08,0.687,1.472,0.785,1.472,0.785,60.92,305.64,-30.18,-31.9,-1.72,620,620
AAPL,RF,2022-01-01,50,0.12,0.687,1.185,0.498,1.185,0.498,60.92,208.92,-30.18,-37.08,-6.9,697,697
AAPL,RF,2022-01-01,50,0.15,0.687,1.183,0.496,1.183,0.496,60.92,209.24,-30.18,-37.08,-6.9,712,712
AAPL,RF,2022-01-01,50,0.2,0.687,1.12,0.433,1.12,0.433,60.92,202.6,-30.18,-35.5,-5.32,774,774
AAPL,RF,2022-01-01,55,0.08,0.687,1.556,0.869,1.556,0.869,60.92,337.22,-30.18,-31.9,-1.72,591,591
AAPL,RF,2022-01-01,55,0.12,0.687,1.318,0.631,1.318,0.631,60.92,255.84,-30.18,-37.08,-6.9,685,685
AAPL,RF,2022-01-01,55,0.15,0.687,1.277,0.59,1.277,0.59,60.92,242.26,-30.18,-37.08,-6.9,703,703
AAPL,RF,2022-01-01,55,0.2,0.687,1.209,0.522,1.209,0.522,60.92,234.92,-30.18,-35.5,-5.32,765,765
AAPL,RF,2022-01-01,60,0.08,0.687,1.511,0.824,1.511,0.824,60.92,311.79,-30.18,-31.9,-1.72,567,567
AAPL,RF,2022-01-01,60,0.12,0.687,1.267,0.58,1.267,0.58,60.92,233.62,-30.18,-37.08,-6.9,664,664
AAPL,RF,2022-01-01,60,0.15,0.687,1.222,0.535,1.222,0.535,60.92,219.33,-30.18,-37.08,-6.9,686,686
AAPL,RF,2022-01-01,60,0.2,0.687,1.191,0.504,1.191,0.504,60.92,225.89,-30.18,-35.5,-5.32,754,754
AAPL,RF,2022-01-01,65,0.08,0.687,1.568,0.881,1.568,0.881,60.92,329.2,-30.18,-31.9,-1.72,537,537
AAPL,RF,2022-01-01,65,0.12,0.687,1.307,0.62,1.307,0.62,60.92,242.81,-30.18,-37.08,-6.9,635,635
AAPL,RF,2022-01-01,65,0.15,0.687,1.275,0.588,1.275,0.588,60.92,232.08,-30.18,-37.08,-6.9,645,645
AAPL,RF,2022-01-01,65,0.2,0.687,1.232,0.545,1.232,0.545,60.92,236.74,-30.18,-35.5,-5.32,725,725
AAPL,LR,2021-01-01,0,0.08,1.186,1.548,0.362,1.273,0.087,113.19,292.78,-24.67,-38.64,-13.97,530,622
AAPL,LR,2021-01-01,0,0.12,1.186,1.349,0.163,1.273,0.087,113.19,236.85,-24.67,-41.55,-16.88,580,628
AAPL,LR,2021-01-01,0,0.15,1.186,1.316,0.13,1.273,0.087,113.19,226.48,-24.67,-41.55,-16.88,595,638
AAPL,LR,2021-01-01,0,0.2,1.186,1.194,0.008,1.273,0.087,113.19,191.06,-24.67,-41.55,-16.88,614,649
AAPL,LR,2021-01-01,50,0.08,1.186,1.839,0.653,1.72,0.534,113.19,367.59,-24.67,-38.64,-13.97,481,490
AAPL,LR,2021-01-01,50,0.12,1.186,1.579,0.393,1.579,0.393,113.19,288.0,-24.67,-38.64,-13.97,538,538
AAPL,LR,2021-01-01,50,0.15,1.186,1.545,0.359,1.545,0.359,113.19,277.02,-24.67,-38.64,-13.97,547,547
AAPL,LR,2021-01-01,50,0.2,1.186,1.189,0.003,1.189,0.003,113.19,190.07,-24.67,-38.64,-13.97,601,601
AAPL,LR,2021-01-01,55,0.08,1.186,2.035,0.849,1.909,0.723,113.19,438.4,-24.67,-26.53,-1.86,456,465
AAPL,LR,2021-01-01,55,0.12,1.186,1.566,0.38,1.566,0.38,113.19,280.85,-24.67,-38.64,-13.97,522,522
AAPL,LR,2021-01-01,55,0.15,1.186,1.533,0.347,1.533,0.347,113.19,270.07,-24.67,-38.64,-13.97,531,531
AAPL,LR,2021-01-01,55,0.2,1.186,1.174,-0.012,1.174,-0.012,113.19,184.73,-24.67,-38.64,-13.97,585,585
AAPL,LR,2021-01-01,60,0.08,1.186,2.045,0.859,2.045,0.859,113.19,432.71,-24.67,-26.53,-1.86,413,413
AAPL,LR,2021-01-01,60,0.12,1.186,1.565,0.379,1.565,0.379,113.19,270.39,-24.67,-38.64,-13.97,481,481
AAPL,LR,2021-01-01,60,0.15,1.186,1.53,0.344,1.53,0.344,113.19,259.92,-24.67,-38.64,-13.97,490,490
AAPL,LR,2021-01-01,60,0.2,1.186,1.174,-0.012,1.174,-0.012,113.19,184.73,-24.67,-38.64,-13.97,585,585
AAPL,LR,2021-01-01,65,0.08,1.186,1.608,0.422,1.608,0.422,113.19,227.89,-24.67,-26.53,-1.86,317,317
AAPL,LR,2021-01-01,65,0.12,1.186,1.136,-0.05,1.136,-0.05,113.19,133.45,-24.67,-38.64,-13.97,383,383
AAPL,LR,2021-01-01,65,0.15,1.186,1.098,-0.088,1.098,-0.088,113.19,126.84,-24.67,-38.64,-13.97,392,392
AAPL,LR,2021-01-01,65,0.2,1.186,0.901,-0.285,0.901,-0.285,113.19,106.1,-24.67,-38.64,-13.97,486,486
AAPL,RF,2021-01-01,0,0.08,0.458,1.335,0.877,1.273,0.815,31.1,197.17,-28.39,-38.64,-10.25,580,667
AAPL,RF,2021-01-01,0,0.12,0.458,1.314,0.856,1.273,0.815,31.1,201.99,-28.39,-38.64,-10.25,629,684
AAPL,RF,2021-01-01,0,0.15,0.458,1.273,0.815,1.273,0.815,31.1,191.37,-28.39,-38.64,-10.25,634,689
AAPL,RF,2021-01-01,0,0.2,0.458,1.115,0.657,1.273,0.815,31.1,167.94,-28.39,-38.64,-10.25,666,709
AAPL,RF,2021-01-01,50,0.08,0.458,1.364,0.906,1.263,0.805,31.1,205.26,-28.39,-35.01,-6.62,513,515
AAPL,RF,2021-01-01,50,0.12,0.458,1.315,0.857,1.315,0.857,31.1,203.47,-28.39,-35.01,-6.62,549,549
AAPL,RF,2021-01-01,50,0.15,0.458,1.26,0.802,1.26,0.802,31.1,189.5,-28.39,-35.5,-7.11,566,566
AAPL,RF,2021-01-01,50,0.2,0.458,1.096,0.638,1.096,0.638,31.1,154.92,-28.39,-35.5,-7.11,576,576
AAPL,RF,2021-01-01,55,0.08,0.458,1.392,0.934,1.277,0.819,31.1,204.63,-28.39,-30.39,-2.0,457,466
AAPL,RF,2021-01-01,55,0.12,0.458,1.212,0.754,1.212,0.754,31.1,169.77,-28.39,-35.01,-6.62,497,497
AAPL,RF,2021-01-01,55,0.15,0.458,1.156,0.698,1.156,0.698,31.1,157.36,-28.39,-35.5,-7.11,514,514
AAPL,RF,2021-01-01,55,0.2,0.458,1.091,0.633,1.091,0.633,31.1,152.05,-28.39,-35.5,-7.11,565,565
AAPL,RF,2021-01-01,60,0.08,0.458,1.436,0.978,1.436,0.978,31.1,215.16,-28.39,-30.39,-2.0,433,433
AAPL,RF,2021-01-01,60,0.12,0.458,1.249,0.791,1.249,0.791,31.1,178.1,-28.39,-35.01,-6.62,476,476
AAPL,RF,2021-01-01,60,0.15,0.458,1.148,0.69,1.148,0.69,31.1,155.38,-28.39,-35.5,-7.11,506,506
AAPL,RF,2021-01-01,60,0.2,0.458,1.084,0.626,1.084,0.626,31.1,150.11,-28.39,-35.5,-7.11,557,557
AAPL,RF,2021-01-01,65,0.08,0.458,1.431,0.973,1.431,0.973,31.1,210.82,-28.39,-30.39,-2.0,428,428
AAPL,RF,2021-01-01,65,0.12,0.458,1.207,0.749,1.207,0.749,31.1,165.91,-28.39,-35.01,-6.62,474,474
AAPL,RF,2021-01-01,65,0.15,0.458,1.105,0.647,1.105,0.647,31.1,144.19,-28.39,-35.5,-7.11,504,504
AAPL,RF,2021-01-01,65,0.2,0.458,1.042,0.584,1.042,0.584,31.1,139.15,-28.39,-35.5,-7.11,555,555
JPM,LR,2024-01-01,0,0.08,0.267,0.278,0.011,0.545,0.278,26.61,28.22,-36.29,-43.09,-6.8,724,905
JPM,LR,2024-01-01,0,0.12,0.267,0.644,0.377,0.545,0.278,26.61,109.6,-36.29,-38.12,-1.83,946,1021
JPM,LR,2024-01-01,0,0.15,0.267,0.559,0.292,0.545,0.278,26.61,86.81,-36.29,-41.78,-5.49,983,1035
JPM,LR,2024-01-01,0,0.2,0.267,0.596,0.329,0.545,0.278,26.61,97.2,-36.29,-41.78,-5.49,1008,1059
JPM,LR,2024-01-01,50,0.08,0.267,0.284,0.017,0.284,0.017,26.61,29.24,-36.29,-47.37,-11.08,577,577
JPM,LR,2024-01-01,50,0.12,0.267,0.505,0.238,0.505,0.238,26.61,71.21,-36.29,-41.89,-5.6,794,794
JPM,LR,2024-01-01,50,0.15,0.267,0.446,0.179,0.446,0.179,26.61,58.87,-36.29,-47.43,-11.14,856,856
JPM,LR,2024-01-01,50,0.2,0.267,0.512,0.245,0.512,0.245,26.61,73.38,-36.29,-42.66,-6.37,912,912
JPM,LR,2024-01-01,55,0.08,0.267,0.258,-0.009,0.258,-0.009,26.61,25.06,-36.29,-47.37,-11.08,557,557
JPM,LR,2024-01-01,55,0.12,0.267,0.52,0.253,0.52,0.253,26.61,74.34,-36.29,-41.89,-5.6,783,783
JPM,LR,2024-01-01,55,0.15,0.267,0.42,0.153,0.42,0.153,26.61,53.6,-36.29,-50.08,-13.79,841,841
JPM,LR,2024-01-01,55,0.2,0.267,0.526,0.259,0.526,0.259,26.61,76.55,-36.29,-42.66,-6.37,901,901
JPM,LR,2024-01-01,60,0.08,0.267,0.269,0.002,0.269,0.002,26.61,26.85,-36.29,-49.46,-13.17,536,536
JPM,LR,2024-01-01,60,0.12,0.267,0.49,0.223,0.49,0.223,26.61,67.64,-36.29,-44.13,-7.84,772,772
JPM,LR,2024-01-01,60,0.15,0.267,0.42,0.153,0.42,0.153,26.61,53.6,-36.29,-50.08,-13.79,841,841
JPM,LR,2024-01-01,60,0.2,0.267,0.526,0.259,0.526,0.259,26.61,76.55,-36.29,-42.66,-6.37,901,901
JPM,LR,2024-01-01,65,0.08,0.267,0.167,-0.1,0.167,-0.1,26.61,12.06,-36.29,-46.35,-10.06,426,426
JPM,LR,2024-01-01,65,0.12,0.267,0.346,0.079,0.346,0.079,26.61,39.46,-36.29,-40.06,-3.77,615,615
JPM,LR,2024-01-01,65,0.15,0.267,0.498,0.231,0.498,0.231,26.61,68.65,-36.29,-40.25,-3.96,730,730
JPM,LR,2024-01-01,65,0.2,0.267,0.563,0.296,0.563,0.296,26.61,83.47,-36.29,-36.42,-0.13,789,789
JPM,RF,2024-01-01,0,0.08,0.029,0.541,0.512,0.545,0.516,-2.91,81.47,-35.52,-42.07,-6.55,925,1015
JPM,RF,2024-01-01,0,0.12,0.029,0.555,0.526,0.545,0.516,-2.91,85.78,-35.52,-38.97,-3.45,1009,1028
JPM,RF,2024-01-01,0,0.15,0.029,0.544,0.515,0.545,0.516,-2.91,83.4,-35.52,-42.63,-7.11,1042,1056
JPM,RF,2024-01-01,0,0.2,0.029,0.572,0.543,0.545,0.516,-2.91,90.52,-35.52,-40.44,-4.92,1050,1072
JPM,RF,2024-01-01,50,0.08,0.029,0.334,0.305,0.334,0.305,-2.91,37.68,-35.52,-42.08,-6.56,712,712
JPM,RF,2024-01-01,50,0.12,0.029,0.533,0.504,0.533,0.504,-2.91,78.61,-35.52,-38.97,-3.45,851,851
JPM,RF,2024-01-01,50,0.15,0.029,0.608,0.579,0.608,0.579,-2.91,98.97,-35.52,-38.87,-3.35,961,961
JPM,RF,2024-01-01,50,0.2,0.029,0.572,0.543,0.572,0.543,-2.91,90.18,-35.52,-40.6,-5.08,1029,1029
JPM,RF,2024-01-01,55,0.08,0.029,0.289,0.26,0.289,0.26,-2.91,30.08,-35.52,-40.9,-5.38,654,654
JPM,RF,2024-01-01,55,0.12,0.029,0.463,0.434,0.463,0.434,-2.91,62.65,-35.52,-38.97,-3.45,803,803
JPM,RF,2024-01-01,55,0.15,0.029,0.592,0.563,0.592,0.563,-2.91,94.23,-35.52,-39.24,-3.72,929,929
JPM,RF,2024-01-01,55,0.2,0.029,0.572,0.543,0.572,0.543,-2.91,90.18,-35.52,-40.6,-5.08,1029,1029
JPM,RF,2024-01-01,60,0.08,0.029,0.258,0.229,0.258,0.229,-2.91,25.05,-35.52,-39.54,-4.02,582,582
JPM,RF,2024-01-01,60,0.12,0.029,0.499,0.47,0.499,0.47,-2.91,69.81,-35.52,-39.51,-3.99,749,749
JPM,RF,2024-01-01,60,0.15,0.029,0.659,0.63,0.659,0.63,-2.91,111.26,-35.52,-40.72,-5.2,878,878
JPM,RF,2024-01-01,60,0.2,0.029,0.62,0.591,0.62,0.591,-2.91,101.68,-35.52,-42.32,-6.8,950,950
JPM,RF,2024-01-01,65,0.08,0.029,0.366,0.337,0.366,0.337,-2.91,42.15,-35.52,-37.04,-1.52,425,425
JPM,RF,2024-01-01,65,0.12,0.029,0.454,0.425,0.454,0.425,-2.91,58.57,-35.52,-38.97,-3.45,609,609
JPM,RF,2024-01-01,65,0.15,0.029,0.699,0.67,0.699,0.67,-2.91,116.69,-35.52,-37.02,-1.5,733,733
JPM,RF,2024-01-01,65,0.2,0.029,0.646,0.617,0.646,0.617,-2.91,107.27,-35.52,-39.87,-4.35,860,860
JPM,LR,2023-01-01,0,0.08,0.188,0.206,0.018,0.468,0.28,10.79,11.45,-35.54,-44.06,-8.52,696,873
JPM,LR,2023-01-01,0,0.12,0.188,0.616,0.428,0.468,0.28,10.79,83.0,-35.54,-36.42,-0.88,875,930
JPM,LR,2023-01-01,0,0.15,0.188,0.518,0.33,0.468,0.28,10.79,62.11,-35.54,-39.16,-3.62,903,944
JPM,LR,2023-01-01,0,0.2,0.188,0.602,0.414,0.468,0.28,10.79,80.53,-35.54,-36.42,-0.88,934,959
JPM,LR,2023-01-01,50,0.08,0.188,0.165,-0.023,0.165,-0.023,10.79,6.84,-35.54,-49.06,-13.52,538,538
JPM,LR,2023-01-01,50,0.12,0.188,0.458,0.27,0.458,0.27,10.79,48.65,-35.54,-40.61,-5.07,742,742
JPM,LR,2023-01-01,50,0.15,0.188,0.292,0.104,0.292,0.104,10.79,22.99,-35.54,-48.46,-12.92,781,781
JPM,LR,2023-01-01,50,0.2,0.188,0.589,0.401,0.589,0.401,10.79,76.88,-35.54,-36.42,-0.88,886,886
JPM,LR,2023-01-01,55,0.08,0.188,0.131,-0.057,0.131,-0.057,10.79,3.08,-35.54,-49.07,-13.53,494,494
JPM,LR,2023-01-01,55,0.12,0.188,0.427,0.239,0.427,0.239,10.79,43.31,-35.54,-40.85,-5.31,699,699
JPM,LR,2023-01-01,55,0.15,0.188,0.272,0.084,0.272,0.084,10.79,20.2,-35.54,-47.96,-12.42,738,738
JPM,LR,2023-01-01,55,0.2,0.188,0.52,0.332,0.52,0.332,10.79,62.56,-35.54,-36.42,-0.88,881,881
JPM,LR,2023-01-01,60,0.08,0.188,0.003,-0.185,0.003,-0.185,10.79,-10.05,-35.54,-52.67,-17.13,454,454
JPM,LR,2023-01-01,60,0.12,0.188,0.317,0.129,0.317,0.129,10.79,26.5,-35.54,-44.91,-9.37,677,677
JPM,LR,2023-01-01,60,0.15,0.188,0.146,-0.042,0.146,-0.042,10.79,4.33,-35.54,-52.34,-16.8,716,716
JPM,LR,2023-01-01,60,0.2,0.188,0.361,0.173,0.361,0.173,10.79,33.38,-35.54,-41.51,-5.97,828,828
JPM,LR,2023-01-01,65,0.08,0.188,-0.196,-0.384,-0.196,-0.384,10.79,-26.14,-35.54,-51.8,-16.26,366,366
JPM,LR,2023-01-01,65,0.12,0.188,0.258,0.07,0.258,0.07,10.79,18.46,-35.54,-43.62,-8.08,600,600
JPM,LR,2023-01-01,65,0.15,0.188,0.216,0.028,0.216,0.028,10.79,13.12,-35.54,-46.16,-10.62,610,610
JPM,LR,2023-01-01,65,0.2,0.188,0.291,0.103,0.291,0.103,10.79,22.9,-35.54,-41.51,-5.97,705,705
JPM,RF,2023-01-01,0,0.08,0.242,0.29,0.048,0.468,0.226,16.69,22.73,-39.5,-46.93,-7.43,799,885
JPM,RF,2023-01-01,0,0.12,0.242,0.466,0.224,0.468,0.226,16.69,52.29,-39.5,-38.77,0.73,897,908
JPM,RF,2023-01-01,0,0.15,0.242,0.206,-0.036,0.468,0.226,16.69,10.7,-39.5,-48.55,-9.05,879,930
JPM,RF,2023-01-01,0,0.2,0.242,0.391,0.149,0.468,0.226,16.69,38.83,-39.5,-45.91,-6.41,904,964
JPM,RF,2023-01-01,50,0.08,0.242,0.284,0.042,0.284,0.042,16.69,21.96,-39.5,-44.59,-5.09,655,655
JPM,RF,2023-01-01,50,0.12,0.242,0.218,-0.024,0.218,-0.024,16.69,12.79,-39.5,-45.14,-5.64,755,755
JPM,RF,2023-01-01,50,0.15,0.242,0.193,-0.049,0.193,-0.049,16.69,9.04,-39.5,-47.88,-8.38,805,805
JPM,RF,2023-01-01,50,0.2,0.242,0.339,0.097,0.339,0.097,16.69,30.27,-39.5,-37.73,1.77,849,849
JPM,RF,2023-01-01,55,0.08,0.242,0.372,0.13,0.372,0.13,16.69,34.95,-39.5,-41.59,-2.09,607,607
JPM,RF,2023-01-01,55,0.12,0.242,0.284,0.042,0.284,0.042,16.69,21.99,-39.5,-45.26,-5.76,716,716
JPM,RF,2023-01-01,55,0.15,0.242,0.297,0.055,0.297,0.055,16.69,23.67,-39.5,-45.57,-6.07,753,753
JPM,RF,2023-01-01,55,0.2,0.242,0.337,0.095,0.337,0.095,16.69,29.92,-39.5,-42.84,-3.34,824,824
JPM,RF,2023-01-01,60,0.08,0.242,0.253,0.011,0.253,0.011,16.69,17.85,-39.5,-41.65,-2.15,561,561
JPM,RF,2023-01-01,60,0.12,0.242,0.284,0.042,0.284,0.042,16.69,21.87,-39.5,-45.31,-5.81,711,711
JPM,RF,2023-01-01,60,0.15,0.242,0.296,0.054,0.296,0.054,16.69,23.55,-39.5,-45.62,-6.12,748,748
JPM,RF,2023-01-01,60,0.2,0.242,0.337,0.095,0.337,0.095,16.69,29.79,-39.5,-42.89,-3.39,819,819
JPM,RF,2023-01-01,65,0.08,0.242,0.128,-0.114,0.128,-0.114,16.69,2.98,-39.5,-43.99,-4.49,397,397
JPM,RF,2023-01-01,65,0.12,0.242,0.344,0.102,0.344,0.102,16.69,30.79,-39.5,-44.83,-5.33,677,677
JPM,RF,2023-01-01,65,0.15,0.242,0.366,0.124,0.366,0.124,16.69,34.22,-39.5,-45.13,-5.63,714,714
JPM,RF,2023-01-01,65,0.2,0.242,0.375,0.133,0.375,0.133,16.69,35.8,-39.5,-42.89,-3.39,791,791
JPM,LR,2022-01-01,0,0.08,0.196,0.511,0.315,0.426,0.23,9.68,47.54,-37.01,-36.42,0.59,588,709
JPM,LR,2022-01-01,0,0.12,0.196,0.452,0.256,0.426,0.23,9.68,39.5,-37.01,-36.42,0.59,701,804
JPM,LR,2022-01-01,0,0.15,0.196,0.548,0.352,0.426,0.23,9.68,53.6,-37.01,-36.42,0.59,743,815
JPM,LR,2022-01-01,0,0.2,0.196,0.519,0.323,0.426,0.23,9.68,49.36,-37.01,-36.42,0.59,762,830
JPM,LR,2022-01-01,50,0.08,0.196,0.247,0.051,0.238,0.042,9.68,14.53,-37.01,-38.8,-1.79,401,423
JPM,LR,2022-01-01,50,0.12,0.196,0.404,0.208,0.404,0.208,9.68,32.89,-37.01,-39.42,-2.41,687,687
JPM,LR,2022-01-01,50,0.15,0.196,0.451,0.255,0.451,0.255,9.68,39.49,-37.01,-36.42,0.59,724,724
JPM,LR,2022-01-01,50,0.2,0.196,0.518,0.322,0.518,0.322,9.68,49.19,-37.01,-36.42,0.59,744,744
JPM,LR,2022-01-01,55,0.08,0.196,0.229,0.033,0.229,0.033,9.68,12.71,-37.01,-38.8,-1.79,300,300
JPM,LR,2022-01-01,55,0.12,0.196,0.378,0.182,0.378,0.182,9.68,29.47,-37.01,-37.56,-0.55,593,593
JPM,LR,2022-01-01,55,0.15,0.196,0.426,0.23,0.426,0.23,9.68,35.89,-37.01,-36.42,0.59,630,630
JPM,LR,2022-01-01,55,0.2,0.196,0.518,0.322,0.518,0.322,9.68,49.19,-37.01,-36.42,0.59,744,744
JPM,LR,2022-01-01,60,0.08,0.196,0.199,0.003,0.199,0.003,9.68,9.88,-37.01,-39.31,-2.3,238,238
JPM,LR,2022-01-01,60,0.12,0.196,0.452,0.256,0.452,0.256,9.68,38.28,-37.01,-36.42,0.59,497,497
JPM,LR,2022-01-01,60,0.15,0.196,0.452,0.256,0.452,0.256,9.68,38.28,-37.01,-36.42,0.59,498,498
JPM,LR,2022-01-01,60,0.2,0.196,0.452,0.256,0.452,0.256,9.68,38.28,-37.01,-36.42,0.59,503,503
JPM,LR,2022-01-01,65,0.08,0.196,0.201,0.005,0.201,0.005,9.68,10.08,-37.01,-38.8,-1.79,207,207
JPM,LR,2022-01-01,65,0.12,0.196,0.452,0.256,0.452,0.256,9.68,38.28,-37.01,-36.42,0.59,497,497
JPM,LR,2022-01-01,65,0.15,0.196,0.452,0.256,0.452,0.256,9.68,38.28,-37.01,-36.42,0.59,498,498
JPM,LR,2022-01-01,65,0.2,0.196,0.452,0.256,0.452,0.256,9.68,38.28,-37.01,-36.42,0.59,503,503
JPM,RF,2022-01-01,0,0.08,0.482,0.568,0.086,0.342,-0.14,41.53,59.23,-36.51,-35.39,1.12,723,726
JPM,RF,2022-01-01,0,0.12,0.482,0.462,-0.02,0.314,-0.168,41.53,42.7,-36.51,-40.18,-3.67,756,763
JPM,RF,2022-01-01,0,0.15,0.482,0.393,-0.089,0.393,-0.089,41.53,33.54,-36.51,-48.85,-12.34,779,779
JPM,RF,2022-01-01,0,0.2,0.482,0.393,-0.089,0.393,-0.089,41.53,33.54,-36.51,-48.85,-12.34,789,789
JPM,RF,2022-01-01,50,0.08,0.482,0.61,0.128,0.61,0.128,41.53,65.06,-36.51,-35.39,1.12,596,596
JPM,RF,2022-01-01,50,0.12,0.482,0.467,-0.015,0.467,-0.015,41.53,43.14,-36.51,-40.18,-3.67,722,722
JPM,RF,2022-01-01,50,0.15,0.482,0.567,0.085,0.567,0.085,41.53,59.69,-36.51,-39.02,-2.51,745,745
JPM,RF,2022-01-01,50,0.2,0.482,0.557,0.075,0.557,0.075,41.53,58.28,-36.51,-39.02,-2.51,787,787
JPM,RF,2022-01-01,55,0.08,0.482,0.65,0.168,0.65,0.168,41.53,71.61,-36.51,-34.77,1.74,549,549
JPM,RF,2022-01-01,55,0.12,0.482,0.534,0.052,0.534,0.052,41.53,53.36,-36.51,-39.6,-3.09,668,668
JPM,RF,2022-01-01,55,0.15,0.482,0.548,0.066,0.548,0.066,41.53,56.34,-36.51,-38.43,-1.92,681,681
JPM,RF,2022-01-01,55,0.2,0.482,0.55,0.068,0.55,0.068,41.53,57.0,-36.51,-38.43,-1.92,733,733
JPM,RF,2022-01-01,60,0.08,0.482,0.644,0.162,0.644,0.162,41.53,70.56,-36.51,-34.77,1.74,542,542
JPM,RF,2022-01-01,60,0.12,0.482,0.534,0.052,0.534,0.052,41.53,53.36,-36.51,-39.6,-3.09,668,668
JPM,RF,2022-01-01,60,0.15,0.482,0.548,0.066,0.548,0.066,41.53,56.34,-36.51,-38.43,-1.92,681,681
JPM,RF,2022-01-01,60,0.2,0.482,0.55,0.068,0.55,0.068,41.53,57.0,-36.51,-38.43,-1.92,733,733
JPM,RF,2022-01-01,65,0.08,0.482,0.666,0.184,0.666,0.184,41.53,72.91,-36.51,-34.77,1.74,474,474
JPM,RF,2022-01-01,65,0.12,0.482,0.625,0.143,0.625,0.143,41.53,67.44,-36.51,-39.6,-3.09,615,615
JPM,RF,2022-01-01,65,0.15,0.482,0.637,0.155,0.637,0.155,41.53,70.69,-36.51,-38.43,-1.92,628,628
JPM,RF,2022-01-01,65,0.2,0.482,0.57,0.088,0.57,0.088,41.53,59.94,-36.51,-38.43,-1.92,727,727
JPM,LR,2021-01-01,0,0.08,0.116,-0.101,-0.217,0.337,0.221,3.73,-14.81,-31.01,-39.84,-8.83,474,659
JPM,LR,2021-01-01,0,0.12,0.116,-0.023,-0.139,0.337,0.221,3.73,-9.92,-31.01,-39.44,-8.43,562,683
JPM,LR,2021-01-01,0,0.15,0.116,0.253,0.137,0.337,0.221,3.73,13.77,-31.01,-37.19,-6.18,631,693
JPM,LR,2021-01-01,0,0.2,0.116,0.174,0.058,0.337,0.221,3.73,6.12,-31.01,-37.19,-6.18,646,704
JPM,LR,2021-01-01,50,0.08,0.116,-0.09,-0.206,-0.046,-0.162,3.73,-13.71,-31.01,-39.06,-8.05,424,438
JPM,LR,2021-01-01,50,0.12,0.116,0.077,-0.039,0.077,-0.039,3.73,-1.8,-31.01,-39.44,-8.43,551,551
