Ticker,Model,WindowEnd,RSI_Trigger,Trail,Base_Sharpe,New_Sharpe,Delta_Sharpe,Legacy_Sharpe,Legacy_Delta,Base_Return,New_Return,Base_MaxDD,New_MaxDD,Delta_MaxDD,Days_Held,Legacy_Days_Held
TSLA,RF,2024-01-01,65,0.2,0.401,1.32,0.919,1.32,0.919,54.07,1504.46,-64.38,-77.6,-13.22,630,630
TSLA,LR,2023-01-01,0,0.08,0.332,1.006,0.674,1.024,0.692,22.81,437.08,-62.15,-69.4,-7.25,475,720
TSLA,LR,2023-01-01,0,0.12,0.332,0.967,0.635,1.024,0.692,22.81,393.05,-62.15,-72.86,-10.71,566,787
TSLA,LR,2023-01-01,0,0.15,0.332,1.011,0.679,1.024,0.692,22.81,455.62,-62.15,-77.94,-15.79,654,825
TSLA,LR,2023-01-01,0,0.2,0.332,1.119,0.787,1.024,0.692,22.81,693.07,-62.15,-60.63,1.52,829,881
TSLA,LR,2023-01-01,50,0.08,0.332,1.056,0.724,1.186,0.854,22.81,473.14,-62.15,-65.09,-2.94,299,327
TSLA,LR,2023-01-01,50,0.12,0.332,1.066,0.734,1.135,0.803,22.81,490.97,-62.15,-65.09,-2.94,384,397
TSLA,LR,2023-01-01,50,0.15,0.332,1.019,0.687,1.108,0.776,22.81,435.4,-62.15,-65.09,-2.94,441,455
TSLA,LR,2023-01-01,50,0.2,0.332,1.229,0.897,1.229,0.897,22.81,779.65,-62.15,-65.09,-2.94,588,588
TSLA,LR,2023-01-01,55,0.08,0.332,1.067,0.735,1.173,0.841,22.81,487.17,-62.15,-65.09,-2.94,286,298
TSLA,LR,2023-01-01,55,0.12,0.332,1.094,0.762,1.162,0.83,22.81,528.33,-62.15,-65.09,-2.94,367,380
TSLA,LR,2023-01-01,55,0.15,0.332,1.046,0.714,1.135,0.803,22.81,469.25,-62.15,-65.09,-2.94,424,438
TSLA,LR,2023-01-01,55,0.2,0.332,1.229,0.897,1.229,0.897,22.81,779.65,-62.15,-65.09,-2.94,588,588
TSLA,LR,2023-01-01,60,0.08,0.332,0.837,0.505,0.947,0.615,22.81,249.31,-62.15,-63.12,-0.97,151,163
TSLA,LR,2023-01-01,60,0.12,0.332,0.898,0.566,0.969,0.637,22.81,299.2,-62.15,-63.12,-0.97,221,234
TSLA,LR,2023-01-01,60,0.15,0.332,1.022,0.69,1.112,0.78,22.81,430.07,-62.15,-65.09,-2.94,301,315
TSLA,LR,2023-01-01,60,0.2,0.332,1.178,0.846,1.178,0.846,22.81,668.46,-62.15,-65.09,-2.94,336,336
TSLA,LR,2023-01-01,65,0.08,0.332,0.715,0.383,0.827,0.495,22.81,166.99,-62.15,-63.12,-0.97,136,148
TSLA,LR,2023-01-01,65,0.12,0.332,0.731,0.399,0.805,0.473,22.81,176.46,-62.15,-63.12,-0.97,186,199
TSLA,LR,2023-01-01,65,0.15,0.332,0.86,0.528,0.954,0.622,22.81,267.09,-62.15,-65.09,-2.94,266,280
TSLA,LR,2023-01-01,65,0.2,0.332,1.022,0.69,1.022,0.69,22.81,432.18,-62.15,-65.09,-2.94,301,301
TSLA,RF,2023-01-01,0,0.08,0.221,0.792,0.571,1.024,0.803,6.95,218.28,-55.92,-73.02,-17.1,472,783
TSLA,RF,2023-01-01,0,0.12,0.221,0.866,0.645,1.024,0.803,6.95,289.79,-55.92,-75.74,-19.82,590,835
TSLA,RF,2023-01-01,0,0.15,0.221,1.057,0.836,1.024,0.803,6.95,515.17,-55.92,-71.29,-15.37,661,842
TSLA,RF,2023-01-01,0,0.2,0.221,1.037,0.816,1.024,0.803,6.95,544.7,-55.92,-69.95,-14.03,798,871
TSLA,RF,2023-01-01,50,0.08,0.221,0.971,0.75,1.255,1.034,6.95,349.34,-55.92,-66.84,-10.92,383,509
TSLA,RF,2023-01-01,50,0.12,0.221,0.966,0.745,1.152,0.931,6.95,368.81,-55.92,-73.54,-17.62,497,562
TSLA,RF,2023-01-01,50,0.15,0.221,1.064,0.843,1.147,0.926,6.95,496.76,-55.92,-72.1,-16.18,574,602
TSLA,RF,2023-01-01,50,0.2,0.221,1.176,0.955,1.176,0.955,6.95,739.3,-55.92,-70.77,-14.85,647,647
TSLA,RF,2023-01-01,55,0.08,0.221,0.665,0.444,0.93,0.709,6.95,133.45,-55.92,-68.11,-12.19,315,414
TSLA,RF,2023-01-01,55,0.12,0.221,1.024,0.803,1.164,0.943,6.95,429.42,-55.92,-73.99,-18.07,459,493
TSLA,RF,2023-01-01,55,0.15,0.221,1.058,0.837,1.142,0.921,6.95,487.13,-55.92,-72.65,-16.73,536,564
TSLA,RF,2023-01-01,55,0.2,0.221,1.161,0.94,1.161,0.94,6.95,705.89,-55.92,-71.34,-15.42,623,623
TSLA,RF,2023-01-01,60,0.08,0.221,0.743,0.522,0.879,0.658,6.95,170.36,-55.92,-66.11,-10.19,277,356
TSLA,RF,2023-01-01,60,0.12,0.221,1.075,0.854,1.141,0.92,6.95,487.52,-55.92,-72.75,-16.83,416,439
TSLA,RF,2023-01-01,60,0.15,0.221,1.132,0.911,1.215,0.994,6.95,587.13,-55.92,-70.99,-15.07,489,517
TSLA,RF,2023-01-01,60,0.2,0.221,1.25,1.029,1.25,1.029,6.95,884.82,-55.92,-69.6,-13.68,549,549
TSLA,RF,2023-01-01,65,0.08,0.221,0.689,0.468,0.591,0.37,6.95,142.62,-55.92,-61.26,-5.34,239,275
TSLA,RF,2023-01-01,65,0.12,0.221,1.059,0.838,1.107,0.886,6.95,460.78,-55.92,-66.88,-10.96,372,385
TSLA,RF,2023-01-01,65,0.15,0.221,1.012,0.791,1.08,0.859,6.95,423.04,-55.92,-71.87,-15.95,453,467
TSLA,RF,2023-01-01,65,0.2,0.221,1.138,0.917,1.138,0.917,6.95,649.65,-55.92,-70.53,-14.61,513,513
TSLA,LR,2022-01-01,0,0.08,1.232,1.384,0.152,1.581,0.349,544.75,916.25,-48.74,-52.57,-3.83,365,577
TSLA,LR,2022-01-01,0,0.12,1.232,1.425,0.193,1.541,0.309,544.75,1034.06,-48.74,-52.37,-3.63,436,610
TSLA,LR,2022-01-01,0,0.15,1.232,1.627,0.395,1.563,0.331,544.75,1712.52,-48.74,-51.78,-3.04,627,647
TSLA,LR,2022-01-01,0,0.2,1.232,1.532,0.3,1.532,0.3,544.75,1449.49,-48.74,-60.63,-11.89,712,712
TSLA,LR,2022-01-01,50,0.08,1.232,1.561,0.329,1.569,0.337,544.75,1317.3,-48.74,-51.78,-3.04,282,307
TSLA,LR,2022-01-01,50,0.12,1.232,1.596,0.364,1.562,0.33,544.75,1444.39,-48.74,-51.78,-3.04,339,352
TSLA,LR,2022-01-01,50,0.15,1.232,1.608,0.376,1.574,0.342,544.75,1492.28,-48.74,-51.78,-3.04,385,399
TSLA,LR,2022-01-01,50,0.2,1.232,1.522,0.29,1.522,0.29,544.75,1342.9,-48.74,-60.63,-11.89,472,472
TSLA,LR,2022-01-01,55,0.08,1.232,1.567,0.335,1.533,0.301,544.75,1333.11,-48.74,-51.78,-3.04,265,277
TSLA,LR,2022-01-01,55,0.12,1.232,1.603,0.371,1.568,0.336,544.75,1461.61,-48.74,-51.78,-3.04,321,334
TSLA,LR,2022-01-01,55,0.15,1.232,1.615,0.383,1.58,0.348,544.75,1510.04,-48.74,-51.78,-3.04,364,378
TSLA,LR,2022-01-01,55,0.2,1.232,1.524,0.292,1.524,0.292,544.75,1342.25,-48.74,-60.63,-11.89,439,439
TSLA,LR,2022-01-01,60,0.08,1.232,1.543,0.311,1.51,0.278,544.75,1263.42,-48.74,-51.78,-3.04,247,259
TSLA,LR,2022-01-01,60,0.12,1.232,1.579,0.347,1.545,0.313,544.75,1385.68,-48.74,-51.78,-3.04,303,316
TSLA,LR,2022-01-01,60,0.15,1.232,1.609,0.377,1.575,0.343,544.75,1491.45,-48.74,-51.78,-3.04,358,372
TSLA,LR,2022-01-01,60,0.2,1.232,1.519,0.287,1.519,0.287,544.75,1325.59,-48.74,-60.63,-11.89,433,433
TSLA,LR,2022-01-01,65,0.08,1.232,1.408,0.176,1.378,0.146,544.75,911.98,-48.74,-51.78,-3.04,200,212
TSLA,LR,2022-01-01,65,0.12,1.232,1.463,0.231,1.433,0.201,544.75,1046.09,-48.74,-51.78,-3.04,253,266
TSLA,LR,2022-01-01,65,0.15,1.232,1.507,0.275,1.475,0.243,544.75,1165.88,-48.74,-51.78,-3.04,315,329
TSLA,LR,2022-01-01,65,0.2,1.232,1.405,0.173,1.405,0.173,544.75,983.33,-48.74,-60.63,-11.89,376,376
TSLA,RF,2022-01-01,0,0.08,0.64,1.298,0.658,1.525,0.885,85.99,622.0,-41.12,-55.06,-13.94,475,704
TSLA,RF,2022-01-01,0,0.12,0.64,1.559,0.919,1.525,0.885,85.99,1199.77,-41.12,-48.0,-6.88,569,732
TSLA,RF,2022-01-01,0,0.15,0.64,1.554,0.914,1.525,0.885,85.99,1219.58,-41.12,-47.22,-6.1,630,765
TSLA,RF,2022-01-01,0,0.2,0.64,1.469,0.829,1.525,0.885,85.99,1213.5,-41.12,-60.63,-19.51,710,785
TSLA,RF,2022-01-01,50,0.08,0.64,1.294,0.654,1.312,0.672,85.99,584.16,-41.12,-48.69,-7.57,372,435
TSLA,RF,2022-01-01,50,0.12,0.64,1.59,0.95,1.751,1.111,85.99,1205.65,-41.12,-42.09,-0.97,461,524
TSLA,RF,2022-01-01,50,0.15,0.64,1.617,0.977,1.346,0.706,85.99,1327.41,-41.12,-42.09,-0.97,534,556
TSLA,RF,2022-01-01,50,0.2,0.64,1.701,1.061,1.701,1.061,85.99,1902.44,-41.12,-40.99,0.13,658,658
TSLA,RF,2022-01-01,55,0.08,0.64,1.306,0.666,1.482,0.842,85.99,584.1,-41.12,-45.19,-4.07,321,369
TSLA,RF,2022-01-01,55,0.12,0.64,1.529,0.889,1.648,1.008,85.99,1037.7,-41.12,-40.08,1.04,410,442
TSLA,RF,2022-01-01,55,0.15,0.64,1.545,0.905,1.274,0.634,85.99,1113.19,-41.12,-40.08,1.04,462,484
TSLA,RF,2022-01-01,55,0.2,0.64,1.673,1.033,1.673,1.033,85.99,1740.1,-41.12,-40.08,1.04,546,546
TSLA,RF,2022-01-01,60,0.08,0.64,1.215,0.575,1.301,0.661,85.99,472.55,-41.12,-45.19,-4.07,299,319
TSLA,RF,2022-01-01,60,0.12,0.64,1.37,0.73,1.421,0.781,85.99,726.85,-41.12,-40.08,1.04,388,401
TSLA,RF,2022-01-01,60,0.15,0.64,1.529,0.889,1.54,0.9,85.99,1074.98,-41.12,-40.08,1.04,448,462
TSLA,RF,2022-01-01,60,0.2,0.64,1.658,1.018,1.658,1.018,85.99,1682.15,-41.12,-40.08,1.04,532,532
TSLA,RF,2022-01-01,65,0.08,0.64,1.194,0.554,1.285,0.645,85.99,408.59,-41.12,-45.19,-4.07,234,254
TSLA,RF,2022-01-01,65,0.12,0.64,1.521,0.881,1.572,0.932,85.99,945.88,-41.12,-40.08,1.04,342,355
TSLA,RF,2022-01-01,65,0.15,0.64,1.75,1.11,1.759,1.119,85.99,1586.03,-41.12,-40.08,1.04,395,409
TSLA,RF,2022-01-01,65,0.2,0.64,1.697,1.057,1.697,1.057,85.99,1695.64,-41.12,-40.08,1.04,464,464
TSLA,LR,2021-01-01,0,0.08,1.647,1.546,-0.101,1.595,-0.052,959.77,999.12,-51.57,-60.63,-9.06,305,335
TSLA,LR,2021-01-01,0,0.12,1.647,1.588,-0.059,1.588,-0.059,959.77,1120.18,-51.57,-60.63,-9.06,391,391
TSLA,LR,2021-01-01,0,0.15,1.647,1.64,-0.007,1.64,-0.007,959.77,1255.52,-51.57,-60.63,-9.06,444,444
TSLA,LR,2021-01-01,0,0.2,1.647,1.529,-0.118,1.529,-0.118,959.77,957.18,-51.57,-60.63,-9.06,530,530
TSLA,LR,2021-01-01,50,0.08,1.647,1.526,-0.121,1.526,-0.121,959.77,883.85,-51.57,-60.63,-9.06,197,197
TSLA,LR,2021-01-01,50,0.12,1.647,1.624,-0.023,1.624,-0.023,959.77,1101.51,-51.57,-60.63,-9.06,271,271
TSLA,LR,2021-01-01,50,0.15,1.647,1.671,0.024,1.671,0.024,959.77,1214.43,-51.57,-60.63,-9.06,337,337
TSLA,LR,2021-01-01,50,0.2,1.647,1.651,0.004,1.651,0.004,959.77,1202.48,-51.57,-60.63,-9.06,454,454
TSLA,LR,2021-01-01,55,0.08,1.647,1.573,-0.074,1.573,-0.074,959.77,971.08,-51.57,-60.63,-9.06,165,165
TSLA,LR,2021-01-01,55,0.12,1.647,1.652,0.005,1.652,0.005,959.77,1153.45,-51.57,-60.63,-9.06,226,226
TSLA,LR,2021-01-01,55,0.15,1.647,1.699,0.052,1.699,0.052,959.77,1271.26,-51.57,-60.63,-9.06,287,287
TSLA,LR,2021-01-01,55,0.2,1.647,1.691,0.044,1.691,0.044,959.77,1275.96,-51.57,-60.63,-9.06,364,364
TSLA,LR,2021-01-01,60,0.08,1.647,1.573,-0.074,1.573,-0.074,959.77,971.08,-51.57,-60.63,-9.06,165,165
TSLA,LR,2021-01-01,60,0.12,1.647,1.652,0.005,1.652,0.005,959.77,1153.45,-51.57,-60.63,-9.06,226,226
TSLA,LR,2021-01-01,60,0.15,1.647,1.699,0.052,1.699,0.052,959.77,1271.26,-51.57,-60.63,-9.06,287,287
TSLA,LR,2021-01-01,60,0.2,1.647,1.691,0.044,1.691,0.044,959.77,1275.96,-51.57,-60.63,-9.06,364,364
TSLA,LR,2021-01-01,65,0.08,1.647,1.536,-0.111,1.536,-0.111,959.77,896.03,-51.57,-60.63,-9.06,134,134
TSLA,LR,2021-01-01,65,0.12,1.647,1.616,-0.031,1.616,-0.031,959.77,1065.62,-51.57,-60.63,-9.06,192,192
TSLA,LR,2021-01-01,65,0.15,1.647,1.663,0.016,1.663,0.016,959.77,1175.17,-51.57,-60.63,-9.06,253,253
TSLA,LR,2021-01-01,65,0.2,1.647,1.6,-0.047,1.6,-0.047,959.77,1037.86,-51.57,-60.63,-9.06,316,316
TSLA,RF,2021-01-01,0,0.08,0.28,1.495,1.215,1.526,1.246,10.75,843.76,-57.1,-53.39,3.71,464,506
TSLA,RF,2021-01-01,0,0.12,0.28,1.525,1.245,1.495,1.215,10.75,904.33,-57.1,-53.74,3.36,524,550
TSLA,RF,2021-01-01,0,0.15,0.28,1.345,1.065,1.493,1.213,10.75,585.89,-57.1,-52.4,4.7,523,565
TSLA,RF,2021-01-01,0,0.2,0.28,1.465,1.185,1.471,1.191,10.75,833.68,-57.1,-60.63,-3.53,591,594
TSLA,RF,2021-01-01,50,0.08,0.28,1.201,0.921,1.393,1.113,10.75,392.1,-57.1,-51.01,6.09,266,283
TSLA,RF,2021-01-01,50,0.12,0.28,1.364,1.084,1.489,1.209,10.75,558.85,-57.1,-52.21,4.89,334,340
TSLA,RF,2021-01-01,50,0.15,0.28,1.375,1.095,1.499,1.219,10.75,574.8,-57.1,-52.21,4.89,370,376
TSLA,RF,2021-01-01,50,0.2,0.28,1.689,1.409,1.689,1.409,10.75,1209.23,-57.1,-52.27,4.83,517,517
TSLA,RF,2021-01-01,55,0.08,0.28,1.266,0.986,1.459,1.179,10.75,445.39,-57.1,-51.01,6.09,214,231
TSLA,RF,2021-01-01,55,0.12,0.28,1.471,1.191,1.596,1.316,10.75,683.5,-57.1,-51.01,6.09,286,292
TSLA,RF,2021-01-01,55,0.15,0.28,1.478,1.198,1.602,1.322,10.75,699.81,-57.1,-51.01,6.09,324,330
TSLA,RF,2021-01-01,55,0.2,0.28,1.829,1.549,1.829,1.549,10.75,1559.04,-57.1,-44.4,12.7,431,431
TSLA,RF,2021-01-01,60,0.08,0.28,1.104,0.824,1.564,1.284,10.75,302.4,-57.1,-51.01,6.09,199,234
TSLA,RF,2021-01-01,60,0.12,0.28,1.499,1.219,1.625,1.345,10.75,722.59,-57.1,-51.01,6.09,297,303
TSLA,RF,2021-01-01,60,0.15,0.28,1.52,1.24,1.645,1.365,10.75,760.49,-57.1,-51.01,6.09,340,346
TSLA,RF,2021-01-01,60,0.2,0.28,1.941,1.661,1.941,1.661,10.75,1903.94,-57.1,-44.4,12.7,420,420
TSLA,RF,2021-01-01,65,0.08,0.28,1.04,0.76,1.172,0.892,10.75,259.97,-57.1,-51.01,6.09,157,163
TSLA,RF,2021-01-01,65,0.12,0.28,1.517,1.237,1.643,1.363,10.75,734.25,-57.1,-51.01,6.09,244,250
TSLA,RF,2021-01-01,65,0.15,0.28,1.538,1.258,1.664,1.384,10.75,772.68,-57.1,-51.01,6.09,287,293
TSLA,RF,2021-01-01,65,0.2,0.28,1.796,1.516,1.796,1.516,10.75,1364.65,-57.1,-51.64,5.46,340,340
AAPL,LR,2024-01-01,0,0.08,0.839,0.924,0.085,1.07,0.231,137.48,189.28,-31.53,-40.56,-9.03,676,1023
AAPL,LR,2024-01-01,0,0.12,0.839,0.701,-0.138,1.07,0.231,137.48,125.57,-31.53,-44.93,-13.4,764,1062
AAPL,LR,2024-01-01,0,0.15,0.839,0.658,-0.181,1.07,0.231,137.48,114.59,-31.53,-47.04,-15.51,793,1078
AAPL,LR,2024-01-01,0,0.2,0.839,0.915,0.076,1.07,0.231,137.48,208.03,-31.53,-37.65,-6.12,958,1098
AAPL,LR,2024-01-01,50,0.08,0.839,1.175,0.336,1.175,0.336,137.48,256.48,-31.53,-23.18,8.35,428,428
AAPL,LR,2024-01-01,50,0.12,0.839,1.061,0.222,1.061,0.222,137.48,218.03,-31.53,-23.41,8.12,561,561
AAPL,LR,2024-01-01,50,0.15,0.839,0.958,0.119,0.958,0.119,137.48,188.18,-31.53,-29.3,2.23,625,625
AAPL,LR,2024-01-01,50,0.2,0.839,1.031,0.192,1.031,0.192,137.48,231.62,-31.53,-29.26,2.27,808,808
AAPL,LR,2024-01-01,55,0.08,0.839,1.163,0.324,1.163,0.324,137.48,251.72,-31.53,-23.18,8.35,421,421
AAPL,LR,2024-01-01,55,0.12,0.839,1.05,0.211,1.05,0.211,137.48,213.79,-31.53,-23.41,8.12,554,554
AAPL,LR,2024-01-01,55,0.15,0.839,0.947,0.108,0.947,0.108,137.48,184.34,-31.53,-29.3,2.23,618,618
AAPL,LR,2024-01-01,55,0.2,0.839,1.021,0.182,1.021,0.182,137.48,227.2,-31.53,-29.26,2.27,801,801
AAPL,LR,2024-01-01,60,0.08,0.839,1.135,0.296,1.135,0.296,137.48,235.64,-31.53,-23.93,7.6,361,361
AAPL,LR,2024-01-01,60,0.12,0.839,0.969,0.13,0.969,0.13,137.48,182.78,-31.53,-24.01,7.52,408,408
AAPL,LR,2024-01-01,60,0.15,0.839,0.967,0.128,0.967,0.128,137.48,183.76,-31.53,-25.23,6.3,440,440
AAPL,LR,2024-01-01,60,0.2,0.839,0.948,0.109,0.948,0.109,137.48,196.54,-31.53,-29.26,2.27,757,757
AAPL,LR,2024-01-01,65,0.08,0.839,1.113,0.274,1.113,0.274,137.48,225.78,-31.53,-23.93,7.6,281,281
AAPL,LR,2024-01-01,65,0.12,0.839,0.953,0.114,0.953,0.114,137.48,174.76,-31.53,-23.93,7.6,321,321
AAPL,LR,2024-01-01,65,0.15,0.839,1.012,0.173,1.012,0.173,137.48,194.95,-31.53,-23.93,7.6,388,388
AAPL,LR,2024-01-01,65,0.2,0.839,0.932,0.093,0.932,0.093,137.48,172.42,-31.53,-29.26,2.27,406,406
AAPL,RF,2024-01-01,0,0.08,0.602,1.11,0.508,1.055,0.453,77.35,298.84,-29.28,-33.4,-4.12,955,1011
AAPL,RF,2024-01-01,0,0.12,0.602,1.131,0.529,1.055,0.453,77.35,309.91,-29.28,-30.22,-0.94,979,1023
AAPL,RF,2024-01-01,0,0.15,0.602,0.995,0.393,1.055,0.453,77.35,248.97,-29.28,-35.44,-6.16,1058,1078
AAPL,RF,2024-01-01,0,0.2,0.602,1.004,0.402,1.055,0.453,77.35,255.46,-29.28,-35.95,-6.67,1085,1091
AAPL,RF,2024-01-01,50,0.08,0.602,1.088,0.486,1.045,0.443,77.35,261.95,-29.28,-36.44,-7.16,738,747
AAPL,RF,2024-01-01,50,0.12,0.602,0.931,0.329,0.931,0.329,77.35,200.08,-29.28,-42.22,-12.94,854,854
AAPL,RF,2024-01-01,50,0.15,0.602,1.056,0.454,1.056,0.454,77.35,254.81,-29.28,-33.21,-3.93,940,940
AAPL,RF,2024-01-01,50,0.2,0.602,1.009,0.407,1.009,0.407,77.35,248.02,-29.28,-32.58,-3.3,1002,1002
AAPL,RF,2024-01-01,55,0.08,0.602,1.008,0.406,0.965,0.363,77.35,223.97,-29.28,-40.99,-11.71,682,691
AAPL,RF,2024-01-01,55,0.12,0.602,0.92,0.318,0.92,0.318,77.35,193.28,-29.28,-44.66,-15.38,794,794
AAPL,RF,2024-01-01,55,0.15,0.602,1.013,0.411,1.013,0.411,77.35,232.8,-29.28,-36.86,-7.58,894,894
AAPL,RF,2024-01-01,55,0.2,0.602,1.046,0.444,1.046,0.444,77.35,263.78,-29.28,-32.58,-3.3,972,972
AAPL,RF,2024-01-01,60,0.08,0.602,1.066,0.464,1.066,0.464,77.35,249.42,-29.28,-35.76,-6.48,673,673
AAPL,RF,2024-01-01,60,0.12,0.602,0.983,0.381,0.983,0.381,77.35,219.43,-29.28,-39.15,-9.87,808,808
AAPL,RF,2024-01-01,60,0.15,0.602,1.074,0.472,1.074,0.472,77.35,260.64,-29.28,-32.92,-3.64,883,883
AAPL,RF,2024-01-01,60,0.2,0.602,1.113,0.511,1.113,0.511,77.35,298.54,-29.28,-31.96,-2.68,963,963
AAPL,RF,2024-01-01,65,0.08,0.602,1.024,0.422,1.024,0.422,77.35,224.66,-29.28,-37.22,-7.94,629,629
AAPL,RF,2024-01-01,65,0.12,0.602,0.933,0.331,0.933,0.331,77.35,193.9,-29.28,-41.12,-11.84,737,737
AAPL,RF,2024-01-01,65,0.15,0.602,1.026,0.424,1.026,0.424,77.35,231.81,-29.28,-33.17,-3.89,806,806
AAPL,RF,2024-01-01,65,0.2,0.602,0.987,0.385,0.987,0.385,77.35,229.19,-29.28,-31.96,-2.68,869,869
AAPL,LR,2023-01-01,0,0.08,1.003,1.006,0.003,1.006,0.003,155.55,197.15,-26.01,-36.01,-10.0,712,862
AAPL,LR,2023-01-01,0,0.12,1.003,0.882,-0.121,1.006,0.003,155.55,158.31,-26.01,-43.52,-17.51,786,916
AAPL,LR,2023-01-01,0,0.15,1.003,0.83,-0.173,1.006,0.003,155.55,144.26,-26.01,-45.68,-19.67,813,932
AAPL,LR,2023-01-01,0,0.2,1.003,0.953,-0.05,1.006,0.003,155.55,187.09,-26.01,-36.68,-10.67,864,952
AAPL,LR,2023-01-01,50,0.08,1.003,1.074,0.071,1.074,0.071,155.55,197.92,-26.01,-25.97,0.04,533,533
AAPL,LR,2023-01-01,50,0.12,1.003,1.12,0.117,1.12,0.117,155.55,217.23,-26.01,-25.97,0.04,616,616
AAPL,LR,2023-01-01,50,0.15,1.003,0.915,-0.088,0.915,-0.088,155.55,154.76,-26.01,-31.55,-5.54,670,670
AAPL,LR,2023-01-01,50,0.2,1.003,1.041,0.038,1.041,0.038,155.55,205.97,-26.01,-29.23,-3.22,774,774
AAPL,LR,2023-01-01,55,0.08,1.003,1.074,0.071,1.074,0.071,155.55,197.92,-26.01,-25.97,0.04,533,533
AAPL,LR,2023-01-01,55,0.12,1.003,1.12,0.117,1.12,0.117,155.55,217.23,-26.01,-25.97,0.04,616,616
AAPL,LR,2023-01-01,55,0.15,1.003,0.915,-0.088,0.915,-0.088,155.55,154.76,-26.01,-31.55,-5.54,670,670
AAPL,LR,2023-01-01,55,0.2,1.003,1.041,0.038,1.041,0.038,155.55,205.97,-26.01,-29.23,-3.22,774,774
AAPL,LR,2023-01-01,60,0.08,1.003,0.995,-0.008,0.995,-0.008,155.55,168.41,-26.01,-25.97,0.04,469,469
AAPL,LR,2023-01-01,60,0.12,1.003,1.056,0.053,1.056,0.053,155.55,187.8,-26.01,-25.97,0.04,526,526
AAPL,LR,2023-01-01,60,0.15,1.003,0.817,-0.186,0.817,-0.186,155.55,123.38,-26.01,-31.55,-5.54,570,570
AAPL,LR,2023-01-01,60,0.2,1.003,1.001,-0.002,1.001,-0.002,155.55,186.38,-26.01,-29.23,-3.22,723,723
AAPL,LR,2023-01-01,65,0.08,1.003,0.971,-0.032,0.971,-0.032,155.55,159.41,-26.01,-25.97,0.04,313,313
AAPL,LR,2023-01-01,65,0.12,1.003,0.987,-0.016,0.987,-0.016,155.55,164.94,-26.01,-25.97,0.04,379,379
AAPL,LR,2023-01-01,65,0.15,1.003,0.764,-0.239,0.764,-0.239,155.55,109.14,-26.01,-31.55,-5.54,422,422
AAPL,LR,2023-01-01,65,0.2,1.003,0.876,-0.127,0.876,-0.127,155.55,141.77,-26.01,-29.23,-3.22,498,498
AAPL,RF,2023-01-01,0,0.08,0.592,0.978,0.386,0.997,0.405,64.98,190.19,-28.39,-37.53,-9.14,832,892
AAPL,RF,2023-01-01,0,0.12,0.592,0.831,0.239,0.997,0.405,64.98,142.06,-28.39,-37.22,-8.83,897,922
AAPL,RF,2023-01-01,0,0.15,0.592,0.85,0.258,0.997,0.405,64.98,147.03,-28.39,-37.08,-8.69,925,953
AAPL,RF,2023-01-01,0,0.2,0.592,0.98,0.388,0.997,0.405,64.98,204.82,-28.39,-31.94,-3.55,957,968
AAPL,RF,2023-01-01,50,0.08,0.592,0.962,0.37,0.962,0.37,64.98,174.58,-28.39,-32.93,-4.54,631,631
AAPL,RF,2023-01-01,50,0.12,0.592,0.881,0.289,0.881,0.289,64.98,150.05,-28.39,-36.21,-7.82,720,720
AAPL,RF,2023-01-01,50,0.15,0.592,0.951,0.359,0.951,0.359,64.98,175.0,-28.39,-34.14,-5.75,835,835
AAPL,RF,2023-01-01,50,0.2,0.592,1.046,0.454,1.046,0.454,64.98,224.69,-28.39,-31.97,-3.58,926,926
AAPL,RF,2023-01-01,55,0.08,0.592,0.962,0.37,0.962,0.37,64.98,170.87,-28.39,-32.98,-4.59,596,596
AAPL,RF,2023-01-01,55,0.12,0.592,0.877,0.285,0.877,0.285,64.98,146.02,-28.39,-39.33,-10.94,692,692
AAPL,RF,2023-01-01,55,0.15,0.592,0.911,0.319,0.911,0.319,64.98,158.33,-28.39,-34.23,-5.84,782,782
AAPL,RF,2023-01-01,55,0.2,0.592,1.048,0.456,1.048,0.456,64.98,220.7,-28.39,-31.97,-3.58,877,877
AAPL,RF,2023-01-01,60,0.08,0.592,0.923,0.331,0.923,0.331,64.98,155.6,-28.39,-36.62,-8.23,549,549
AAPL,RF,2023-01-01,60,0.12,0.592,0.85,0.258,0.85,0.258,64.98,137.24,-28.39,-40.08,-11.69,649,649
AAPL,RF,2023-01-01,60,0.15,0.592,0.838,0.246,0.838,0.246,64.98,134.77,-28.39,-38.79,-10.4,708,708
AAPL,RF,2023-01-01,60,0.2,0.592,0.954,0.362,0.954,0.362,64.98,181.61,-28.39,-33.78,-5.39,798,798
AAPL,RF,2023-01-01,65,0.08,0.592,0.984,0.392,0.984,0.392,64.98,172.0,-28.39,-32.93,-4.54,511,511
AAPL,RF,2023-01-01,65,0.12,0.592,0.94,0.348,0.94,0.348,64.98,162.63,-28.39,-34.14,-5.75,642,642
AAPL,RF,2023-01-01,65,0.15,0.592,0.942,0.35,0.942,0.35,64.98,163.59,-28.39,-34.14,-5.75,683,683
AAPL,RF,2023-01-01,65,0.2,0.592,1.052,0.46,1.052,0.46,64.98,216.17,-28.39,-33.78,-5.39,773,773
AAPL,LR,2022-01-01,0,0.08,0.753,1.463,0.71,1.278,0.525,67.5,317.28,-29.48,-30.59,-1.11,509,656
AAPL,LR,2022-01-01,0,0.12,0.753,1.295,0.542,1.278,0.525,67.5,264.97,-29.48,-31.43,-1.95,620,695
