Ticker,Period,Strategy,Total_Return,Market_Return,Vs_Market,Up_Day_Rate,Max_Drawdown,Sharpe_Ratio,Final_Value,Score
EMR,test,Bollinger Bands,13.54,163.32,-149.78,4.52,-9.81,-0.076,11354.46,0.2596
EMR,test,Logistic Regression,40.31,129.0,-88.69,37.88,-37.81,0.239,14031.08,0.3867
EMR,test,Random Forest,34.88,129.0,-94.11,36.49,-36.04,0.206,13488.49,0.3646
DOV,train,Buy & Hold,123.08,120.28,2.8,53.49,-45.24,0.594,22308.3,0.7074
DOV,train,SMA Crossover,69.18,120.28,-51.1,34.79,-28.01,0.547,16918.4,0.6278
DOV,train,EMA Crossover,29.38,120.28,-90.9,37.74,-28.22,0.284,12938.28,0.4161
DOV,train,SMA + RSI,85.34,120.28,-34.94,29.73,-32.28,0.678,18533.55,0.7128
DOV,train,Bollinger Bands,-32.19,120.28,-152.47,4.18,-39.18,-0.761,6781.15,-0.2624
DOV,train,Logistic Regression,-2.26,46.24,-48.49,38.39,-42.55,0.02,9774.24,0.1778
DOV,train,Random Forest,41.21,46.24,-5.03,29.6,-37.78,0.571,14120.77,0.5546
DOV,test,Buy & Hold,95.39,94.99,0.4,50.58,-35.56,0.467,19539.08,0.6176
DOV,test,SMA Crossover,1.1,94.99,-93.89,28.13,-30.19,-0.088,10110.05,0.1676
DOV,test,EMA Crossover,32.5,94.99,-62.49,32.72,-22.16,0.188,13249.91,0.3925
DOV,test,SMA + RSI,-12.32,94.99,-107.31,22.38,-30.31,-0.274,8768.04,0.0474
DOV,test,Bollinger Bands,-6.28,94.99,-101.28,3.97,-13.16,-0.549,9371.54,-0.0265
DOV,test,Logistic Regression,71.81,76.32,-4.51,44.36,-24.2,0.4,17181.15,0.571
DOV,test,Random Forest,43.36,76.32,-32.96,38.79,-36.22,0.258,14335.59,0.4071
OKE,train,Buy & Hold,-17.63,-18.7,1.06,52.4,-80.17,0.167,8236.65,0.1077
OKE,train,SMA Crossover,88.64,-18.7,107.34,29.11,-42.57,0.548,18863.89,0.6236
OKE,train,EMA Crossover,30.09,-18.7,48.79,30.68,-38.44,0.273,13008.67,0.3814
OKE,train,SMA + RSI,-21.66,-18.7,-2.97,21.85,-44.94,-0.177,7833.62,0.0334
OKE,train,Bollinger Bands,-29.0,-18.7,-10.31,3.56,-41.78,-0.303,7099.57,-0.0348
OKE,train,Logistic Regression,-52.59,-36.56,-16.03,22.38,-69.83,-0.519,4740.88,-0.2742
OKE,train,Random Forest,-67.51,-36.56,-30.95,24.36,-68.36,-0.931,3248.83,-0.5056
OKE,test,Buy & Hold,375.33,370.8,4.53,54.48,-42.17,0.941,47532.82,1.3946
OKE,test,SMA Crossover,182.05,370.8,-188.75,34.7,-35.45,0.793,28204.68,0.9542
OKE,test,EMA Crossover,153.17,370.8,-217.63,38.06,-42.94,0.639,25316.67,0.797
OKE,test,SMA + RSI,182.88,370.8,-187.92,30.05,-32.38,0.849,28287.98,0.9931
OKE,test,Bollinger Bands,18.59,370.8,-352.21,3.35,-15.12,0.022,11858.92,0.3028
OKE,test,Logistic Regression,58.28,250.42,-192.14,34.26,-30.56,0.335,15827.93,0.4924
OKE,test,Random Forest,259.94,250.42,9.52,39.14,-30.36,1.013,35994.09,1.2353
DOW,train,Buy & Hold,24.08,24.62,-0.54,50.16,-60.87,0.328,12408.38,0.3296
DOW,train,SMA Crossover,33.48,24.62,8.86,28.68,-40.99,0.393,13347.92,0.4405
DOW,train,EMA Crossover,30.18,24.62,5.56,27.28,-29.26,0.373,13017.89,0.4591
DOW,train,SMA + RSI,19.97,24.62,-4.65,25.89,-33.6,0.288,11997.36,0.3831
DOW,train,Bollinger Bands,-46.05,24.62,-70.67,3.22,-47.29,-1.236,5394.8,-0.552
DOW,train,Logistic Regression,31.86,-10.27,42.12,35.6,-22.25,0.75,13185.53,0.672
DOW,train,Random Forest,13.85,-10.27,24.12,31.07,-12.7,0.441,11385.19,0.5101
DOW,test,Buy & Hold,-24.5,-23.32,-1.18,48.55,-62.16,-0.162,7550.06,-0.0165
DOW,test,SMA Crossover,-7.09,-23.32,16.23,19.76,-42.33,-0.205,9290.92,0.0563
DOW,test,EMA Crossover,34.52,-23.32,57.84,22.02,-27.12,0.281,13452.31,0.4282
DOW,test,SMA + RSI,-1.32,-23.32,22.0,17.94,-35.92,-0.171,9867.99,0.1041
DOW,test,Bollinger Bands,-28.18,-23.32,-4.87,3.33,-32.68,-1.254,7181.62,-0.4814
DOW,test,Logistic Regression,-49.7,-25.63,-24.07,25.14,-62.14,-0.83,5029.67,-0.4008
DOW,test,Random Forest,-72.92,-25.63,-47.29,25.8,-76.73,-1.563,2707.54,-0.8575
LYB,train,Buy & Hold,24.06,22.14,1.92,51.03,-68.17,0.265,12405.82,0.2761
LYB,train,SMA Crossover,64.82,22.14,42.68,29.25,-29.79,0.458,16481.58,0.5693
LYB,train,EMA Crossover,5.04,22.14,-17.1,29.04,-45.48,0.101,10504.02,0.2241
LYB,train,SMA + RSI,50.27,22.14,28.13,24.66,-30.32,0.41,15026.81,0.5146
LYB,train,Bollinger Bands,-33.53,22.14,-55.66,3.97,-48.0,-0.491,6647.43,-0.1566
LYB,train,Logistic Regression,-29.06,-20.27,-8.79,30.17,-61.33,-0.354,7093.93,-0.1191
LYB,train,Random Forest,-20.78,-20.27,-0.51,36.12,-63.17,-0.122,7921.5,0.0079
LYB,test,Buy & Hold,20.2,19.24,0.96,48.8,-55.35,0.171,12019.92,0.2598
LYB,test,SMA Crossover,-2.21,19.24,-21.45,26.15,-47.17,-0.025,9778.72,0.1416
LYB,test,EMA Crossover,49.49,19.24,30.25,24.71,-34.19,0.283,14948.55,0.4379
LYB,test,SMA + RSI,12.29,19.24,-6.95,23.68,-40.21,0.055,11229.45,0.2314
LYB,test,Bollinger Bands,1.55,19.24,-17.69,3.7,-15.96,-0.237,10155.19,0.1367
LYB,test,Logistic Regression,66.72,2.15,64.57,32.31,-32.52,0.361,16672.43,0.5164
LYB,test,Random Forest,44.54,2.15,42.39,33.77,-53.63,0.259,14454.25,0.3577
MOS,train,Buy & Hold,-53.03,-53.38,0.35,49.73,-85.45,-0.079,4696.68,-0.1019
MOS,train,SMA Crossover,-8.38,-53.38,45.0,23.9,-53.93,0.051,9161.98,0.147
MOS,train,EMA Crossover,-36.32,-53.38,17.06,21.1,-61.85,-0.228,6368.05,-0.0722
MOS,train,SMA + RSI,46.89,-53.38,100.27,22.12,-43.79,0.351,14689.07,0.4379
MOS,train,Bollinger Bands,-52.44,-53.38,0.94,3.84,-55.46,-0.99,4755.62,-0.4663
MOS,train,Logistic Regression,-48.9,-24.07,-24.83,23.51,-69.86,-0.494,5109.72,-0.2544
MOS,train,Random Forest,12.93,-24.07,37.0,30.59,-57.02,0.265,11293.33,0.2873
MOS,test,Buy & Hold,31.67,30.05,1.61,50.24,-71.6,0.254,13166.52,0.2755
MOS,test,SMA Crossover,18.48,30.05,-11.57,23.96,-63.36,0.147,11848.2,0.2204
MOS,test,EMA Crossover,-28.93,30.05,-58.98,21.56,-78.37,-0.142,7106.8,-0.064
MOS,test,SMA + RSI,7.79,30.05,-22.27,19.99,-64.37,0.072,10778.5,0.1585
MOS,test,Bollinger Bands,32.44,30.05,2.38,3.49,-13.05,0.244,13243.78,0.4477
MOS,test,Logistic Regression,33.88,5.7,28.18,27.65,-45.0,0.208,13388.43,0.3368
MOS,test,Random Forest,-63.89,5.7,-69.59,29.87,-78.7,-0.584,3610.81,-0.3559
NEM,train,Buy & Hold,243.45,246.64,-3.19,51.71,-43.7,0.729,34344.7,1.0203
NEM,train,SMA Crossover,39.33,246.64,-207.31,29.32,-34.79,0.311,13932.54,0.4298
NEM,train,EMA Crossover,82.26,246.64,-164.38,33.01,-42.36,0.464,18226.29,0.5694
NEM,train,SMA + RSI,20.02,246.64,-226.62,24.59,-38.5,0.216,12001.92,0.3325
NEM,train,Bollinger Bands,2.75,246.64,-243.89,2.67,-19.68,0.007,10274.67,0.25
NEM,train,Logistic Regression,33.71,75.88,-42.17,32.01,-21.55,0.466,13371.33,0.5358
NEM,train,Random Forest,14.31,75.88,-61.58,33.71,-36.46,0.257,11430.54,0.3477
NEM,test,Buy & Hold,125.98,127.86,-1.89,50.72,-62.4,0.482,22597.53,0.6058
NEM,test,SMA Crossover,95.71,127.86,-32.15,28.82,-49.33,0.444,19571.06,0.5654
NEM,test,EMA Crossover,36.47,127.86,-91.39,27.65,-41.21,0.224,13647.3,0.3613
NEM,test,SMA + RSI,118.78,127.86,-9.08,23.41,-44.99,0.545,21878.2,0.6751
NEM,test,Bollinger Bands,10.99,127.86,-116.87,3.22,-12.66,-0.127,11099.07,0.2205
NEM,test,Logistic Regression,236.94,145.17,91.77,29.67,-48.12,0.828,33693.8,1.0435
NEM,test,Random Forest,10.57,145.17,-134.6,31.82,-54.68,0.084,11057.25,0.1991
O,train,Buy & Hold,55.15,55.07,0.08,54.52,-48.28,0.378,15515.45,0.4545
O,train,SMA Crossover,34.68,55.07,-20.39,33.42,-29.74,0.322,13468.03,0.4411
O,train,EMA Crossover,22.1,55.07,-32.97,37.26,-31.36,0.23,12210.42,0.3651
O,train,SMA + RSI,30.32,55.07,-24.75,27.74,-28.86,0.305,13032.23,0.4266
O,train,Bollinger Bands,-14.3,55.07,-69.37,4.66,-32.74,-0.238,8569.82,0.0542
O,train,Logistic Regression,-20.67,16.11,-36.78,41.36,-52.03,-0.229,7933.1,-0.0119
O,train,Random Forest,-16.24,16.11,-32.36,37.82,-50.0,-0.115,8375.58,0.06
O,test,Buy & Hold,47.14,46.98,0.15,51.81,-34.47,0.282,14713.55,0.4319
O,test,SMA Crossover,-18.69,46.98,-65.67,29.57,-35.36,-0.404,8131.31,-0.0455
O,test,EMA Crossover,8.0,46.98,-38.98,32.51,-23.65,-0.045,10800.3,0.2226
O,test,SMA + RSI,-13.17,46.98,-60.16,25.05,-30.48,-0.357,8682.65,0.0037
O,test,Bollinger Bands,-3.18,46.98,-50.16,3.7,-10.89,-0.689,9682.32,-0.0835
O,test,Logistic Regression,12.41,39.91,-27.5,44.92,-37.75,0.02,11241.22,0.2216
O,test,Random Forest,20.91,39.91,-19.0,40.53,-27.61,0.09,12091.12,0.304
VTR,train,Buy & Hold,-32.8,-33.34,0.54,53.97,-76.92,0.017,6720.12,0.0121
VTR,train,SMA Crossover,-36.06,-33.34,-2.72,29.93,-47.23,-0.257,6394.13,-0.0423
VTR,train,EMA Crossover,-28.43,-33.34,4.92,28.84,-46.38,-0.197,7157.28,0.0055
VTR,train,SMA + RSI,-31.87,-33.34,1.48,24.52,-48.11,-0.26,6813.49,-0.0381
VTR,train,Bollinger Bands,-42.94,-33.34,-9.6,4.73,-45.67,-0.78,5706.05,-0.3129
VTR,train,Logistic Regression,29.68,-19.53,49.21,46.46,-37.33,0.396,12967.62,0.4454
VTR,train,Random Forest,10.9,-19.53,30.43,44.76,-54.87,0.262,11089.5,0.2882
VTR,test,Buy & Hold,168.4,166.28,2.12,52.57,-41.8,0.653,26839.93,0.8379
VTR,test,SMA Crossover,64.52,166.28,-101.76,30.25,-29.47,0.396,16452.2,0.5386
VTR,test,EMA Crossover,67.63,166.28,-98.64,34.22,-30.55,0.402,16763.4,0.5446
VTR,test,SMA + RSI,16.14,166.28,-150.13,23.27,-29.02,0.049,11614.44,0.2697
VTR,test,Bollinger Bands,-17.23,166.28,-183.51,3.9,-28.85,-0.887,8276.54,-0.2645
VTR,test,Logistic Regression,126.27,120.42,5.86,45.89,-38.33,0.613,22627.27,0.744
VTR,test,Random Forest,4.95,120.42,-115.47,37.67,-46.3,-0.025,10494.8,0.1585
KIM,train,Buy & Hold,-42.08,-42.07,-0.01,51.44,-69.52,-0.123,5792.04,-0.0542
KIM,train,SMA Crossover,36.09,-42.07,78.16,25.75,-39.53,0.321,13608.83,0.4141
KIM,train,EMA Crossover,-29.11,-42.07,12.96,26.92,-49.35,-0.318,7088.57,-0.0653
KIM,train,SMA + RSI,8.5,-42.07,50.57,21.78,-33.32,0.111,10850.01,0.2725
KIM,train,Bollinger Bands,-7.14,-42.07,34.94,4.86,-20.43,-0.185,9286.37,0.1319
KIM,train,Logistic Regression,15.82,-28.83,44.65,38.39,-53.34,0.286,11582.36,0.3146
KIM,train,Random Forest,-3.46,-28.83,25.37,34.84,-46.8,0.094,9654.4,0.1997
KIM,test,Buy & Hold,182.65,181.52,1.13,51.68,-33.61,0.64,28264.96,0.8845
KIM,test,SMA Crossover,85.69,181.52,-95.82,32.1,-31.02,0.499,18569.29,0.6278
KIM,test,EMA Crossover,67.15,181.52,-114.37,35.52,-31.34,0.378,16714.93,0.5293
KIM,test,SMA + RSI,59.96,181.52,-121.56,27.86,-35.77,0.385,15995.6,0.5051
KIM,test,Bollinger Bands,-2.62,181.52,-184.14,3.42,-22.19,-0.421,9738.17,0.0177
KIM,test,Logistic Regression,57.0,102.52,-45.52,33.22,-33.68,0.341,15699.53,0.4835
KIM,test,Random Forest,38.37,102.52,-64.15,30.08,-33.0,0.232,13836.79,0.3937
BXP,train,Buy & Hold,-31.87,-31.53,-0.34,51.99,-48.76,-0.135,6812.99,0.0225
BXP,train,SMA Crossover,-34.17,-31.53,-2.64,24.93,-41.25,-0.513,6583.48,-0.1486
BXP,train,EMA Crossover,-15.81,-31.53,15.72,27.81,-31.01,-0.241,8419.37,0.0548
BXP,train,SMA + RSI,-20.39,-31.53,11.14,21.78,-32.43,-0.305,7960.88,0.0094
BXP,train,Bollinger Bands,-28.12,-31.53,3.41,4.25,-31.93,-0.663,7188.31,-0.1835
BXP,train,Logistic Regression,-7.36,-35.91,28.55,42.21,-32.18,-0.02,9263.87,0.1787
BXP,train,Random Forest,-44.12,-35.91,-8.2,33.57,-45.67,-0.698,5588.37,-0.2742
BXP,test,Buy & Hold,20.66,19.99,0.67,50.92,-62.57,0.172,12065.75,0.2396
BXP,test,SMA Crossover,51.77,19.99,31.79,23.75,-21.01,0.308,15177.36,0.4945
BXP,test,EMA Crossover,44.39,19.99,24.4,27.1,-31.89,0.259,14438.97,0.4226
BXP,test,SMA + RSI,49.61,19.99,29.62,19.99,-27.85,0.315,14960.51,0.4732
BXP,test,Bollinger Bands,-12.74,19.99,-32.73,3.9,-22.68,-0.681,8725.75,-0.134
BXP,test,Logistic Regression,-60.84,-12.52,-48.32,35.52,-69.23,-0.666,3916.11,-0.3624
BXP,test,Random Forest,-47.15,-12.52,-34.63,26.81,-55.05,-0.573,5284.96,-0.2459
HST,train,Buy & Hold,-42.05,-42.34,0.29,50.14,-55.04,-0.146,5794.82,-0.0222
HST,train,SMA Crossover,-10.34,-42.34,32.0,23.9,-32.23,-0.067,8966.42,0.1491
HST,train,EMA Crossover,-49.39,-42.34,-7.05,24.18,-53.57,-0.673,5060.66,-0.296
HST,train,SMA + RSI,-5.2,-42.34,37.14,21.58,-20.91,-0.039,9479.72,0.2074
HST,train,Bollinger Bands,-20.62,-42.34,21.72,4.11,-26.1,-0.442,7938.01,-0.0405
HST,train,Logistic Regression,-29.25,-39.99,10.74,34.56,-52.98,-0.243,7074.92,-0.0389
HST,train,Random Forest,-28.34,-39.99,11.65,35.41,-45.51,-0.236,7166.09,-0.0112
HST,test,Buy & Hold,160.85,169.7,-8.85,50.99,-36.03,0.565,26085.28,0.7961
HST,test,SMA Crossover,-18.84,169.7,-188.54,30.94,-53.66,-0.174,8115.81,0.0143
HST,test,EMA Crossover,52.5,169.7,-117.2,34.84,-45.92,0.286,15250.33,0.4102
HST,test,SMA + RSI,-19.45,169.7,-189.15,27.24,-51.68,-0.206,8055.32,0.0031
HST,test,Bollinger Bands,21.02,169.7,-148.68,3.97,-10.28,0.067,12101.61,0.3447
HST,test,Logistic Regression,91.38,96.05,-4.67,34.47,-28.95,0.463,19137.89,0.6274
HST,test,Random Forest,5.75,96.05,-90.29,33.22,-49.57,0.009,10575.14,0.1673
F,train,Buy & Hold,-31.44,-32.47,1.04,48.49,-67.26,-0.076,6856.47,-0.0027
F,train,SMA Crossover,-16.14,-32.47,16.34,24.32,-43.85,-0.107,8386.41,0.0827
F,train,EMA Crossover,-26.46,-32.47,6.01,23.77,-45.65,-0.247,7353.5,-0.0134
F,train,SMA + RSI,-1.66,-32.47,30.81,20.82,-33.6,0.001,9833.94,0.1964
F,train,Bollinger Bands,-17.03,-32.47,15.44,3.29,-30.4,-0.489,8296.78,-0.0698
F,train,Logistic Regression,-37.7,-29.36,-8.34,22.24,-55.6,-0.555,6229.98,-0.2197
F,train,Random Forest,-14.71,-29.36,14.65,34.56,-56.71,-0.155,8528.97,0.0229
F,test,Buy & Hold,152.07,153.17,-1.1,50.31,-56.51,0.524,25206.69,0.6966
F,test,SMA Crossover,42.06,153.17,-111.11,28.06,-66.44,0.249,14206.32,0.3093
F,test,EMA Crossover,9.31,153.17,-143.86,29.16,-69.19,0.1,10931.32,0.161
F,test,SMA + RSI,-22.12,153.17,-175.29,22.52,-70.12,-0.149,7788.15,-0.0291
F,test,Bollinger Bands,-17.64,153.17,-170.81,2.94,-34.84,-0.765,8236.18,-0.2223
F,test,Logistic Regression,51.03,107.36,-56.33,17.2,-43.37,0.299,15102.98,0.4214
F,test,Random Forest,-7.95,107.36,-115.31,24.16,-53.32,-0.066,9205.29,0.0911
LEG,train,Buy & Hold,27.44,26.57,0.87,52.67,-58.48,0.266,12744.41,0.3124
LEG,train,SMA Crossover,66.85,26.57,40.28,29.93,-28.46,0.484,16685.3,0.5903
LEG,train,EMA Crossover,16.98,26.57,-9.59,31.85,-36.6,0.187,11698.03,0.3177
LEG,train,SMA + RSI,47.4,26.57,20.83,25.0,-35.2,0.406,14740.01,0.4922
LEG,train,Bollinger Bands,-0.22,26.57,-26.79,4.66,-26.8,-0.035,9977.65,0.2017
LEG,train,Logistic Regression,23.94,2.7,21.24,34.84,-47.05,0.354,12394.29,0.3837
LEG,train,Random Forest,8.89,2.7,6.18,35.55,-56.77,0.215,10888.53,0.255
LEG,test,Buy & Hold,-72.51,-72.52,0.01,45.93,-86.41,-0.405,2749.3,-0.3068
LEG,test,SMA Crossover,-55.58,-72.52,16.94,16.97,-63.82,-0.634,4441.85,-0.3196
LEG,test,EMA Crossover,-57.91,-72.52,14.6,15.33,-67.3,-0.716,4208.61,-0.3757
LEG,test,SMA + RSI,-58.67,-72.52,13.84,14.78,-64.31,-0.803,4132.51,-0.4118
LEG,test,Bollinger Bands,12.79,-72.52,85.31,5.13,-15.25,-0.053,11279.22,0.2533
LEG,test,Logistic Regression,-72.68,-72.68,-0.01,40.53,-85.69,-0.479,2731.53,-0.3419
LEG,test,Random Forest,-74.78,-72.68,-2.1,39.42,-82.67,-0.593,2522.31,-0.3941
INTC,train,Buy & Hold,76.29,75.6,0.69,52.4,-34.53,0.438,17628.52,0.568
INTC,train,SMA Crossover,47.02,75.6,-28.58,32.12,-27.42,0.38,14701.58,0.5018
INTC,train,EMA Crossover,3.72,75.6,-71.87,30.89,-31.62,0.095,10372.24,0.2601
INTC,train,SMA + RSI,65.59,75.6,-10.01,25.89,-22.0,0.511,16558.66,0.6207
INTC,train,Bollinger Bands,-15.86,75.6,-91.46,3.7,-17.76,-0.292,8413.91,0.069
INTC,train,Logistic Regression,-1.57,26.41,-27.98,32.29,-29.74,0.037,9843.03,0.2261
INTC,train,Random Forest,-41.37,26.41,-67.78,33.85,-52.15,-0.724,5862.69,-0.3012
INTC,test,Buy & Hold,114.81,113.75,1.06,49.62,-70.8,0.453,21480.88,0.5437
INTC,test,SMA Crossover,-13.51,113.75,-127.26,25.33,-78.65,0.067,8648.81,0.0705
INTC,test,EMA Crossover,21.81,113.75,-91.94,23.41,-71.7,0.205,12181.32,0.231
INTC,test,SMA + RSI,-54.08,113.75,-167.83,21.29,-72.77,-0.317,4591.52,-0.185
INTC,test,Bollinger Bands,12.24,113.75,-101.51,3.22,-22.67,-0.026,11224.44,0.2435
INTC,test,Logistic Regression,144.6,141.19,3.42,31.89,-56.24,0.551,24460.26,0.696
INTC,test,Random Forest,23.97,141.19,-117.22,31.62,-39.7,0.171,12397.02,0.3143
