Signal,long_total,long_cagr,long_sharpe,long_maxdd,bottom_cagr,spread,pctile_vs_random
Momentum 12-1,71.12714409080394,5.249695456003556,0.38498949645719055,-37.532880133492895,-0.22592415952932265,5.475619615532878,63.6
Momentum 6-1,203.7647292294571,11.161893975842641,0.6916005078136873,-22.848451299295046,-1.1186947401367942,12.280588715979436,99.5
Reversal 1M,-9.526027364906186,-0.9488787191731518,0.05951167893329456,-62.69564499309372,5.834813767277014,-6.783692486450166,1.5
Low Volatility,35.96472368458399,2.969181693638001,0.28089679665592965,-23.822731569800503,6.683195829644539,-3.714014136006538,28.7
